_rank|📈|_name|_score|_link|backdrop|clothing|color shade|emotion|eye|head|house of|mouth|name|texture|unique
394|🔴-105|BitToonDAO #1037|167.68273824729013|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1037|Backpack|T-Shirt|Dusty Cyanie|None|Cyclops|Bunny Ears|Officer|Moustache||Plastic|
395|🔴-12|BitToonDAO #1006|167.61309140339478|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1006|RPG|T-Shirt|Flamingo Zirconie|None|3D Goggles|Cat Ears|Gold|Leather Mask||Plastic|
396|🔴-35|BitToonDAO #1506|167.5725270319243|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1506|Backpack|T-Shirt|Sunset Rubie|None|3D Goggles|Cat Ears|Chef|Crow Beak||Plastic|
397|🔴-68|BitToonDAO #96|167.56542398794582|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/96|Butterfly Wings|Count|Flamingo Zirconie|Sleepy|None|Lovelove Headband|Seed|Lollipop||Plastic|
398|🔴-214|BitToonDAO #482|167.48517060893374|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/482|Devil Wings|Graduation Gown|Sunset Rubie|None|None|Chubby Unicorn|Queen|None||Clay Dough|
399|🔴-221|BitToonDAO #2|167.07111668003617|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2|Skateboard|Gradient Shirt|Elegant Goldie|None|Eyeglasses|Tribal Hat|King|Duckie||Plastic|
400|🟢+16|BitToonDAO #672|167.05197537160998|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/672|BitToon Flag|T-Shirt|Emerald Jettie|Sleepy|3D Goggles|Santa Hat|Coin|None||Plastic|
401|🔴-66|BitToonDAO #538|166.85888339434425|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/538|Guitar|T-Shirt|Black Matterie|None|Cyclops|Tribal Hat|Chef|Rainbow||Plastic|
402|🔴-85|BitToonDAO #892|166.74966683122557|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/892|Butterfly Wings|None|Sunset Rubie|Blushy|None|Frog Head|Queen|None||Plastic|
403|🔴-39|BitToonDAO #352|166.69395600001204|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/352|Skateboard|T-Shirt|Morning Galaxie|None|3D Goggles|Cat Ears|Turtle|Pacifier||Plastic|
404|🔴-45|BitToonDAO #1289|166.56925907994872|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1289|Oxygen Tank|Fur Coat|Forest Pinkie|None|Snorkeling Goggles|Hat|Bubble|None||Jelly Bowl|
405|🔴-149|BitToonDAO #988|166.15028028099258|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/988|Devil Wings|Kid's Overalls|Silver Lavandie|None|Snorkeling Goggles|Bunny Ears|Tiger|None||Jelly Bowl|
406|🔴-4|BitToonDAO #947|166.09423412394938|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/947|Angel Wings|None|Morning Galaxie|None|Confused Glasses|Robinhood Hat|Dreamer|Pacifier||Mummy|
407|🔴-123|BitToonDAO #112|165.98884754850258|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/112|Warrior|Leather Jacket|Emerald Jettie|None|None|Crown|Cash|Pipe||Jelly Bowl|
408|🟢+13|BitToonDAO #838|165.50228580815516|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/838|Double Chups|T-Shirt|Silver Lavandie|None|3D Goggles|Afrohair|King|Pipe||Metal|
409|🔴-119|BitToonDAO #691|165.4448480678911|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/691|Oxygen Tank|T-Shirt|Ocean Canarie|None|Cyclops|Bunny Ears|Market|Pipe||Metal|
410|🟢+46|BitToonDAO #20|165.362660813987|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/20|Butterfly Wings|Count|Flamingo Zirconie|Sleepy|None|Pumpkin Head|Bank|None||Plastic|
411|🟢+30|BitToonDAO #1133|165.33484485730855|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1133|Skateboard|T-Shirt|Silver Lavandie|None|Bozo Glasses|Tengu Mask|Dragon|None||Jelly Bowl|
412|🔴-149|BitToonDAO #1529|165.32094973392273|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1529|RPG|T-Shirt|Billiard Whitie|None|Cyclops|Bunny Ears|Bear|Duckie||Ceramic|
413|🟢+27|BitToonDAO #218|165.125944313681|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/218|Skateboard|T-Shirt|Silver Lavandie|None|Eyeglasses|Tengu Mask|Tiger|None||Jelly Bowl|
414|🔴-39|BitToonDAO #1024|165.00248094897498|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1024|Double Chups|T-Shirt|Sunset Rubie|None|3D Goggles|Cat Ears|Coin|Crow Beak||Plastic|
415|🟡|BitToonDAO #1897|164.9945459540012|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1897|Backpack|Kid's Overalls|Sunset Rubie|None|Snorkeling Goggles|Devil Horns|Vampire|None||Jelly Bowl|
416|🔴-151|BitToonDAO #47|164.89748122394002|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/47|Guitar|Graduation Gown|Sunset Rubie|None|Cyclops|Chubby Unicorn|Knight|None||Metal|
417|🟡|BitToonDAO #1929|164.88646903862838|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1929|Devil Wings|Superstar Sweater|Cosmic Lovie|None|Eyeglasses|Cat Earphones|Cash|Crow Beak||Metal|
418|🔴-15|BitToonDAO #226|164.61689634936374|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/226|Guitar|Leather Jacket|Christmas Leafie|None|Eye Pad|Pirate Hat|Cash|Pacifier||Plastic|
419|🔴-104|BitToonDAO #868|164.58925678060308|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/868|Skateboard|Leather Jacket|Elegant Goldie|None|None|Hat|Pirate|Bandage||Jelly Bowl|
420|🟢+43|BitToonDAO #1558|164.54094297594298|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1558|Angel Wings|None|Silver Lavandie|None|Confused Glasses|Robinhood Hat|Vampire|Pipe||Mummy|
421|🟢+14|BitToonDAO #1473|164.4329309694455|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1473|Backpack|T-Shirt|Silver Lavandie|None|3D Goggles|Afrohair|Chef|Pipe||Metal|
422|🔴-35|BitToonDAO #1266|164.42466610379765|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1266|RPG|Kid's Overalls|Ocean Canarie|Angry|None|Witch Hat|Bear|None||Plastic|
423|🟡|BitToonDAO #1822|164.39472547291695|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1822|Butterfly Wings|Graduation Gown|Sunset Rubie|None|Cyclops|Witch Hat|Queen|None||Metal|
424|🔴-102|BitToonDAO #1326|164.28467825620675|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1326|Angel Wings|None|Scalet Bluie|None|Confused Glasses|Robinhood Hat|Bot|Lollipop||Mummy|
425|🟡|BitToonDAO #2056|164.20474611553857|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2056|BitToon Flag|Oriental Uniform|Elegant Goldie|None|None|Bunny Ears|Queen|Moustache||Jelly Bowl|
426|🔴-26|BitToonDAO #1684|164.07285267119337|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1684|Angel Wings|None|Flamingo Zirconie|None|None|Football Helmet|Chef|Crow Beak||Mummy|
427|🔴-94|BitToonDAO #1373|163.91502588565632|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1373|Double Chups|None|Black Matterie|None|Confused Glasses|Viking Hat|Bot|Pacifier||Mummy|
428|🟡|BitToonDAO #2102|163.76924737290716|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2102|Warrior|Leather Jacket|Black Matterie|None|None|Cat Earphones|Media|Duckie||Jelly Bowl|
429|🟢+22|BitToonDAO #1483|163.64247762541737|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1483|Devil Wings|T-Shirt|Silver Lavandie|None|Bozo Glasses|Tengu Mask|Bank|None||Jelly Bowl|
430|🔴-40|BitToonDAO #35|163.62289325993518|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/35|Skateboard|T-Shirt|Morning Galaxie|None|3D Goggles|Afrohair|Bot|Pacifier||Plastic|
431|🔴-240|BitToonDAO #90|163.47302679061946|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/90|Double Chups|Gradient Shirt|Sunset Rubie|None|Eyeglasses|Tribal Hat|Bubble|Duckie||Plastic|
432|🔴-64|BitToonDAO #360|163.4517879737684|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/360|Double Chups|Count|Scalet Bluie|None|Eyeglasses|Chubby Unicorn|Empress|Bandage||Plastic|
433|🔴-142|BitToonDAO #89|163.4289497048085|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/89|Backpack|T-Shirt|Silver Lavandie|None|Cyclops|Bunny Ears|Angel|Pipe||Metal|
434|🟡|BitToonDAO #1865|163.3362830601725|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1865|RPG|T-Shirt|Black Matterie|None|3D Goggles|Undercut|Believer|Rainbow||Plastic|
435|🔴-166|BitToonDAO #1435|163.0848033688907|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1435|RPG|T-Shirt|Silver Lavandie|None|Cyclops|Bunny Ears|Believer|Pipe||Metal|
436|🟢+31|BitToonDAO #1795|163.03513329356397|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1795|Double Chups|Leather Jacket|Dusty Cyanie|None|None|Chef Hat|Bear|Leather Mask||Jelly Bowl|
437|🔴-244|BitToonDAO #40|162.54996969462633|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/40|Skateboard|Gradient Shirt|Sunset Rubie|None|Eyeglasses|Tribal Hat|Dreamer|Duckie||Plastic|
438|🟢+26|BitToonDAO #1572|162.5489539112325|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1572|Oxygen Tank|Count|Scalet Bluie|Sleepy|Eye Pad|Pirate Hat|Tiger|None||Plastic|
439|🔴-133|BitToonDAO #1199|162.53605977142666|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1199|Warrior|T-Shirt|Silver Lavandie|None|Bozo Glasses|Undercut|Cypher|None||Jelly Bowl|
440|🔴-32|BitToonDAO #705|162.49326114703027|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/705|Double Chups|T-Shirt|Billiard Whitie|None|3D Goggles|Afrohair|Turtle|Duckie||Ceramic|
441|🟢+38|BitToonDAO #195|162.01547171526363|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/195|Guitar|None|Black Matterie|None|Eyeglasses|Santa Hat|Virus|Duckie||Mummy|
442|🟢+6|BitToonDAO #1494|161.9309889847169|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1494|Angel Wings|None|Dusty Cyanie|None|None|Football Helmet|Farmer|Moustache||Mummy|
443|🟡|BitToonDAO #2103|161.90742313813544|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2103|RPG|Kid's Overalls|Morning Galaxie|None|Snorkeling Goggles|Bunny Ears|Giant|None||Jelly Bowl|
444|🔴-21|BitToonDAO #855|161.8373003628545|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/855|Butterfly Wings|Count|Autumn Lillie|Sleepy|None|Reindeer Hoodie|Knight|None||Plastic|
445|🔴-113|BitToonDAO #370|161.6387483625254|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/370|Guitar|Leather Jacket|Flamingo Zirconie|None|None|Chef Hat|Media|Duckie||Jelly Bowl|
446|🔴-84|BitToonDAO #233|161.59885794575533|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/233|Guitar|T-Shirt|Flamingo Zirconie|None|Eyeglasses|Chef Hat|Empress|None||Jelly Bowl|
447|🟢+26|BitToonDAO #1304|161.50044859169884|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1304|Double Chups|T-Shirt|Scalet Bluie|None|Bozo Glasses|Tengu Mask|Bull|None||Jelly Bowl|
448|🔴-107|BitToonDAO #303|161.4901242916886|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/303|Devil Wings|Count|Scalet Bluie|Sleepy|None|Chubby Unicorn|Believer|Lollipop||Plastic|
449|🔴-79|BitToonDAO #127|161.42233000836822|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/127|Butterfly Wings|Superstar Sweater|Christmas Leafie|None|None|Lovelove Headband|Bull|Lollipop||Plastic|
450|🔴-163|BitToonDAO #990|161.37542906573245|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/990|RPG|T-Shirt|Flamingo Zirconie|None|Cyclops|Bunny Ears|Prophet|Leather Mask||Plastic|
451|🟡|BitToonDAO #1816|161.36890773955915|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1816|RPG|Gradient Shirt|Emerald Jettie|None|Eyeglasses|Tribal Hat|Believer|Duckie||Plastic|
452|🟡|BitToonDAO #2031|161.36586507268285|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2031|Warrior|Leather Jacket|Silver Lavandie|None|None|Undercut|Coin|Leather Mask||Jelly Bowl|
453|🔴-19|BitToonDAO #366|161.35249152402002|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/366|Oxygen Tank|None|Silver Lavandie|None|Eyeglasses|Santa Hat|Pirate|Pipe||Mummy|
454|🟡|BitToonDAO #1911|161.21494269092685|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1911|RPG|T-Shirt|Sunset Rubie|None|3D Goggles|Cat Ears|Turtle|Crow Beak||Plastic|
455|🟡|BitToonDAO #1954|161.12801032417988|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1954|Backpack|T-Shirt|Morning Galaxie|Sleepy|Confused Glasses|Viking Hat|Bot|None||Plastic|
456|🟡|BitToonDAO #2061|161.11195325883412|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2061|Guitar|Gradient Shirt|Scalet Bluie|None|Eyeglasses|Tribal Hat|Prophet|Duckie||Plastic|
457|🟡|BitToonDAO #1821|161.09840149421214|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1821|Devil Wings|Gradient Shirt|Sunset Rubie|None|Eyeglasses|Tribal Hat|Bull|Duckie||Plastic|
458|🔴-159|BitToonDAO #1220|161.0723186499096|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1220|Double Chups|T-Shirt|Dusty Cyanie|None|Cyclops|Bunny Ears|Tiger|Moustache||Plastic|
459|🟢+41|BitToonDAO #1163|160.9242140400128|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1163|Guitar|None|Dusty Cyanie|None|Confused Glasses|Robinhood Hat|Tiger|Moustache||Mummy|
460|🔴-94|BitToonDAO #181|160.88489325419948|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/181|Devil Wings|Count|Scalet Bluie|Sleepy|None|Lovelove Headband|Virus|Lollipop||Plastic|
461|🟢+15|BitToonDAO #823|160.73408938541556|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/823|Butterfly Wings|Count|Flamingo Zirconie|Sleepy|None|Farmer Hat|Bubble|None||Plastic|
462|🔴-5|BitToonDAO #1601|160.72447144932826|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1601|Double Chups|Leather Jacket|Cosmic Lovie|None|None|Santa Hat|Giant|Leather Mask||Jelly Bowl|
463|🔴-211|BitToonDAO #264|160.71033967971263|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/264|Devil Wings|Graduation Gown|Sunset Rubie|None|None|Witch Hat|Turtle|None||Clay Dough|
464|🔴-161|BitToonDAO #727|160.64423062239067|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/727|Devil Wings|Count|Scalet Bluie|Sleepy|None|Witch Hat|Pirate|Lollipop||Plastic|
465|🔴-263|BitToonDAO #22|160.60226342175827|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/22|Devil Wings|Gradient Shirt|Morning Galaxie|None|Eyeglasses|Tribal Hat|Giant|Duckie||Plastic|
466|🟡|BitToonDAO #1886|160.5416947435171|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1886|Devil Wings|Leather Jacket|Elegant Goldie|None|None|Hat|Bull|Bandage||Jelly Bowl|
467|🔴-18|BitToonDAO #1007|160.4604598244474|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1007|RPG|T-Shirt|Flamingo Zirconie|None|3D Goggles|Afrohair|Tiger|Leather Mask||Plastic|
468|🔴-22|BitToonDAO #1443|160.32246570655303|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1443|RPG|T-Shirt|Silver Lavandie|None|3D Goggles|Afrohair|Blockchain|Pipe||Metal|
469|🟢+20|BitToonDAO #1390|160.09929695797382|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1390|Double Chups|None|Dusty Cyanie|None|Confused Glasses|Robinhood Hat|Dreamer|Moustache||Mummy|
470|🔴-20|BitToonDAO #1594|160.09729174393908|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1594|Backpack|T-Shirt|Silver Lavandie|None|3D Goggles|Afrohair|Tiger|Leather Mask||Plastic|
471|🟡|BitToonDAO #2021|159.9422279779976|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/2021|Double Chups|T-Shirt|Flamingo Zirconie|None|3D Goggles|Afrohair|Tiger|Leather Mask||Plastic|
472|🔴-58|BitToonDAO #283|159.93272871654864|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/283|Skateboard|T-Shirt|Flamingo Zirconie|None|Eyeglasses|Devil Horns|Bubble|None||Jelly Bowl|
473|🟢+28|BitToonDAO #648|159.83337684354598|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/648|Devil Wings|Peony Shirt|Aurora Mistie|None|None|Pumpkin Head|King|Duckie||Metal|
474|🟢+21|BitToonDAO #317|159.7281115669339|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/317|Oxygen Tank|T-Shirt|Dusty Cyanie|None|3D Goggles|Afrohair|Miner|Moustache||Plastic|
475|🔴-279|BitToonDAO #95|159.686522646875|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/95|Guitar|Gradient Shirt|Dusty Cyanie|None|Eyeglasses|Tribal Hat|Pirate|Duckie||Plastic|
476|🔴-330|BitToonDAO #148|159.41973419155693|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/148|Backpack|Gradient Shirt|Elegant Goldie|None|Eyeglasses|Tribal Hat|Queen|Duckie||Plastic|
477|🔴-122|BitToonDAO #770|159.3959534330512|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/770|Double Chups|Count|Forest Pinkie|None|None|Witch Hat|Giant|Bandage||Plastic|
478|🔴-58|BitToonDAO #1621|159.3483848878608|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1621|RPG|Fur Coat|Forest Pinkie|None|Snorkeling Goggles|Hat|Miner|None||Jelly Bowl|
479|🟢+66|BitToonDAO #1161|159.28579906579907|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1161|BitToon Flag|None|Dusty Cyanie|None|Confused Glasses|Robinhood Hat|Phoenix|Moustache||Mummy|
480|🟢+13|BitToonDAO #302|159.26688839438535|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/302|Skateboard|T-Shirt|Billiard Whitie|None|Cyclops|Santa Hat|Demon|Duckie||Ceramic|
481|🔴-57|BitToonDAO #1395|159.23096476876887|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1395|Oxygen Tank|None|Black Matterie|None|Confused Glasses|Viking Hat|Gold|Pacifier||Mummy|
482|🟡|BitToonDAO #1880|159.2117098599477|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1880|BitToon Flag|Gradient Shirt|Dusty Cyanie|None|Eyeglasses|Tribal Hat|Demon|Duckie||Plastic|
483|🟡|BitToonDAO #1866|159.1040761468067|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1866|Backpack|T-Shirt|Flamingo Zirconie|None|Cyclops|Bunny Ears|Chef|Leather Mask||Plastic|
484|🔴-108|BitToonDAO #714|159.06820360182888|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/714|Skateboard|None|Scalet Bluie|None|Confused Glasses|Robinhood Hat|Pirate|Lollipop||Mummy|
485|🔴-54|BitToonDAO #1391|158.9016723169287|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1391|Oxygen Tank|None|Dusty Cyanie|None|None|Football Helmet|Pirate|Moustache||Mummy|
486|🔴-129|BitToonDAO #1054|158.86427276460574|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1054|BitToon Flag|Leather Jacket|Emerald Jettie|None|None|Crown|Pirate|Bandage||Jelly Bowl|
487|🔴-92|BitToonDAO #491|158.7644730908403|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/491|Skateboard|None|Scalet Bluie|None|Eyeglasses|Santa Hat|Miner|Lollipop||Mummy|
488|🟢+43|BitToonDAO #1690|158.75837361617045|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1690|Butterfly Wings|Superstar Sweater|Christmas Leafie|None|Eye Pad|Pirate Hat|Tiger|None||Plastic|
489|🔴-28|BitToonDAO #1598|158.68753950410107|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1598|RPG|Fur Coat|Forest Pinkie|None|Snorkeling Goggles|Crown|Bank|None||Jelly Bowl|
490|🟢+6|BitToonDAO #1023|158.61309140339478|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1023|Devil Wings|T-Shirt|Flamingo Zirconie|None|3D Goggles|Afrohair|Bank|Leather Mask||Plastic|
491|🔴-187|BitToonDAO #1071|158.53887694979102|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1071|Guitar|Kid's Overalls|Morning Galaxie|None|Snorkeling Goggles|Bunny Ears|Knight|None||Jelly Bowl|
492|🟢+46|BitToonDAO #368|158.38125346618855|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/368|Oxygen Tank|Leather Jacket|Morning Galaxie|None|None|Tengu Mask|Coin|Pipe||Jelly Bowl|
493|🔴-11|BitToonDAO #272|158.31676666326072|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/272|Skateboard|T-Shirt|Sunset Rubie|None|3D Goggles|Afrohair|Chef|Crow Beak||Plastic|
494|🔴-13|BitToonDAO #1015|158.1787423023717|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1015|BitToon Flag|T-Shirt|Morning Galaxie|None|3D Goggles|Afrohair|Tiger|Pacifier||Plastic|
495|🔴-113|BitToonDAO #1734|158.16021362044717|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1734|RPG|Leather Jacket|Elegant Goldie|None|None|Devil Horns|Bot|Leather Mask||Jelly Bowl|
496|🔴-26|BitToonDAO #1003|158.1487298446556|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1003|Oxygen Tank|T-Shirt|Sunset Rubie|None|3D Goggles|Afrohair|Bull|Crow Beak||Plastic|
497|🔴-43|BitToonDAO #1276|158.14387995085005|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1276|RPG|T-Shirt|Sunset Rubie|None|3D Goggles|Afrohair|Cypher|Crow Beak||Plastic|
498|🟡|BitToonDAO #1940|158.12999761476394|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1940|Oxygen Tank|Gradient Shirt|Dusty Cyanie|None|Eyeglasses|Tribal Hat|Phoenix|Duckie||Plastic|
499|🔴-71|BitToonDAO #1460|158.06802951601472|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/1460|None|Count|Cosmic Lovie|None|Eye Pad|Pirate Hat|Chef|None||Plastic|
500|🔴-179|BitToonDAO #906|158.05618883513853|https://opensea.io/assets/ethereum/0xf488a1ac7aadd80755ae4f081a67e1e85820a8c3/906|BitToon Flag|Leather Jacket|Billiard Whitie|None|None|Viking Hat|Government|Bandage||Jelly Bowl|
