rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
230|🟢+3|Nerd Ape Dao #1055|148.30547997596676|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1055|Beige|Robot|Pirate|Red|Apple|Sneaky
231|🔵|Nerd Ape Dao #1335|148.11678832918184|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1335|Pink|Black|Fastfood|Red|Green beanie|Burger
232|🟢+3|Nerd Ape Dao #1264|148.08499076717175|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1264|Light purple|Red|Black suit|Eyepatch|Blue headscarf|Mouchet
233|🟢+9|Nerd Ape Dao #441|148.07818494073885|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/441|Light purple|Gold|White fur|X|Blue headscarf|Cigarette
234|🟢+2|Nerd Ape Dao #1108|147.98392283232104|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1108|Yellow|Dark brown|Yellow shirt|X|Blue headscarf|Close
235|🟢+5|Nerd Ape Dao #329|147.98091406763766|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/329|Red|Lav|Pink hoodie|Demon|Rose headscarf|Pipe
236|🟢+7|Nerd Ape Dao #1401|147.97523258266332|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1401|Red|Red|Rasta hawaii|ETH|Rasta hat|Gum
237|🟢+4|Nerd Ape Dao #1214|147.8544469963001|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1214|Beige|Pink|Black hoodie|Red|Apple|Burger
238|🔴-9|Nerd Ape Dao #255|147.836216456139|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/255|Yellow|Red|Banana hawaii|Black Nerd|Adventure hat|Candy
239|🔴-5|Nerd Ape Dao #1391|147.66186611561054|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1391|Blue|Black|Brown jacket|Wide_eyes|Pink bucket|Cigarette
240|🟢+6|Nerd Ape Dao #685|147.65735655128356|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/685|Blue|Zombie|Brown vest|White Round|Pirate hat|420
241|🔴-2|Nerd Ape Dao #553|147.65325180234774|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/553|Red|Black|Blue vest|Black Nerd|None|Candy
242|🟢+2|Nerd Ape Dao #138|147.64235271120518|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/138|Green mint|Red|Fastfood|Gold|Staw hat|Candy
243|🟢+2|Nerd Ape Dao #855|147.61335030031802|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/855|Green mint|Water|Fastfood|ETH|White bucket hat|Sneaky
244|🔴-7|Nerd Ape Dao #897|147.49813087920998|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/897|Beige|Robot|Brown jacket|3D|Gold hair|Burger
245|🔴-13|Nerd Ape Dao #723|147.42182593832183|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/723|Yellow|Cream|Black turtleneck|Hearteye|Green beret|Sneaky
246|🟢+5|Nerd Ape Dao #1067|147.2434300875123|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1067|Beige|Water|Black jacket|Red|Newsboy cap|Burger
247|🟢+2|Nerd Ape Dao #351|147.18964664663815|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/351|Yellow|Red|Judo|X|Green beanie|Tongue_out
248|🔴-10|Nerd Ape Dao #784|147.1234908738668|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/784|Yellow|Robot|Black turtleneck|Wide_eyes|Blue cap|Candy
249|🟢+6|Nerd Ape Dao #1248|147.0361888474322|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1248|Blue|Zombie|Green jacket|X|Blue headscarf|Tongue_out
250|🔴-3|Nerd Ape Dao #276|146.9193355015203|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/276|Light purple|Dark brown|Sheriff|Heart|None|Grin
251|🟢+1|Nerd Ape Dao #937|146.89603090969567|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/937|Blue|Black|Fastfood|X|Rasta hat|Cigarette
252|🟢+5|Nerd Ape Dao #678|146.8728560934104|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/678|Green mint|Gold|Sheriff|White Round|Pink bucket|Open
253|🔴-5|Nerd Ape Dao #229|146.8427520735455|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/229|Yellow|Cream|Brown jacket|Heart|Propeller cap|Grillz
254|🔴-4|Nerd Ape Dao #530|146.78445475393823|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/530|Green mint|Cream|Goldchain|Cyberpunk|Gold crown|Smile
255|🟢+1|Nerd Ape Dao #404|146.7588633603952|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/404|Beige|Gray|Brown vest|Dizzy|Red bob|Pipe
256|🟢+4|Nerd Ape Dao #402|146.64738980475585|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/402|Blue|Lav|Pink fur|Dizzy|Pirate hat|420
257|🔴-4|Nerd Ape Dao #102|146.52207858338002|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/102|Yellow|Dark brown|Brown jacket|Angry|Black top hat|Close
258|🔵|Nerd Ape Dao #1289|146.4737183982961|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1289|Light purple|Gray|Fastfood|Eyepatch|Pink bucket|Sneaky
259|🟢+4|Nerd Ape Dao #1282|146.47144071286309|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1282|Beige|Red|Pirate|Demon|Apple|Gum
260|🔴-6|Nerd Ape Dao #1020|146.41822560907679|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1020|Green mint|Robot|Brown jacket|Heart|Biker helmet|Open
261|🟢+4|Nerd Ape Dao #1086|146.37789230218218|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1086|Light purple|Lav|Red singlet|Faded|Newsboy cap|Gold Grillz
262|🟢+2|Nerd Ape Dao #71|146.28125639494698|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/71|Red|Pink|Pink hoodie|Eyepatch|Demon horns|Gum
263|🔴-1|Nerd Ape Dao #37|146.26171913750184|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/37|Yellow|White|Sheriff|Shy|Blue headscarf|Gum
264|🔴-5|Nerd Ape Dao #140|146.21191974777668|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/140|Pink|Black|Fastfood|ETH|Blue headscarf|Mouchet
