rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
657|🟢+3|Nerd Ape Dao #735|132.53483325390152|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/735|Light purple|Zombie|Black jacket|White Round|Black beanie|420
658|🔴-7|Nerd Ape Dao #384|132.38729113572927|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/384|Beige|Tiger|Judo|Close|Newsboy cap|Grin
659|🟢+4|Nerd Ape Dao #421|132.342264611596|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/421|Red|Gold|White fur|Faded|Biker helmet|Burger
660|🔴-1|Nerd Ape Dao #1272|132.30823588804358|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1272|Light purple|Light brown|Goldchain|Angry|Cowboy hat|420
661|🟢+9|Nerd Ape Dao #350|132.2198087859864|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/350|Light purple|Pink|Black sleeveless|Round Glasses|Pink bucket|Burger
662|🔴-7|Nerd Ape Dao #669|132.11932632555795|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/669|Green mint|Light brown|Tech jacket|Demon|Adventure hat|Pipe
663|🟢+5|Nerd Ape Dao #578|132.09785581103128|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/578|Blue|Cream|Black leather|Demon|Gold hair|Gold Grillz
664|🟢+10|Nerd Ape Dao #13|132.08583155613422|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/13|Green mint|Gray|White fur|Round Glasses|Demon horns|Mouchet
665|🔴-4|Nerd Ape Dao #833|132.0700231983266|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/833|Blue|Red|Brown vest|Wide_eyes|Green beret|Pipe
666|🔵|Nerd Ape Dao #875|132.06563810452965|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/875|Light purple|Light brown|Pink fur|Round Glasses|White bucket hat|Gum
667|🔴-5|Nerd Ape Dao #943|132.05725636711009|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/943|Beige|White|Rasta hawaii|Gold|Green beanie|Tongue_out
668|🔴-3|Nerd Ape Dao #275|132.048757741214|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/275|Light purple|Cream|Red singlet|Oneeye|Black top hat|Gold Grillz
669|🟢+10|Nerd Ape Dao #62|132.0184712459461|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/62|Pink|Zombie|Silverchain|Round Glasses|Blue headscarf|Candy
670|🟢+6|Nerd Ape Dao #1217|132.0000920741257|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1217|Pink|Gold|White fur|Glasses|Black beanie|Smile
671|🔴-2|Nerd Ape Dao #1345|131.9223659446766|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1345|Green mint|Black|White shirt ribbon|Glasses|Cowboy hat|Close
672|🔴-1|Nerd Ape Dao #161|131.83708197924292|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/161|Red|Light brown|Black vest|Red Cat|Blue headscarf|Grin
673|🟢+15|Nerd Ape Dao #1136|131.8300863737478|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1136|Light purple|Gold|None|Fasion|Red bob|Grillz
674|🔴-7|Nerd Ape Dao #1127|131.8116103442213|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1127|Green mint|Robot|Black suit|Close|Cowboy hat|Grin
675|🟢+12|Nerd Ape Dao #1302|131.80040889474068|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1302|Yellow|Tiger|Tuxedo|Eyepatch|Apple|Grillz
676|🟢+8|Nerd Ape Dao #472|131.7844802339576|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/472|Yellow|Gray|White fur|Gold|Blue cap|Open
677|🔴-5|Nerd Ape Dao #156|131.7746092391606|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/156|Blue|Light brown|Brown vest|Heart|Propeller cap|Cigarette
678|🔴-14|Nerd Ape Dao #984|131.77378966427347|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/984|Beige|Black|Brown coat|Shy|White bucket hat|Pipe
679|🟢+3|Nerd Ape Dao #491|131.7356767116799|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/491|Yellow|Gold|White shirt ribbon|Heart|Black beanie|Sneaky
680|🟢+1|Nerd Ape Dao #51|131.73515618871792|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/51|Blue|Lav|Goldchain|Faded|Blue cap|Grin
681|🟢+12|Nerd Ape Dao #141|131.71516139801966|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/141|Light purple|Water|Hawaii|Close|Demon horns|Cigar
682|🔴-4|Nerd Ape Dao #1378|131.67111075733425|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1378|Yellow|Black|Stripedtee|Angry|Green beanie|Sneaky
683|🔴-10|Nerd Ape Dao #965|131.65266214713975|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/965|Pink|Black|Tech jacket|Black Nerd|White bucket hat|Candy
684|🔴-9|Nerd Ape Dao #707|131.633991182663|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/707|Red|White|Black suit|Red Cat|Gold hair|Pipe
685|🟢+7|Nerd Ape Dao #1139|131.61340278424305|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1139|Pink|Zombie|Black hoodie|Fasion|White bucket hat|Grillz
686|🟢+10|Nerd Ape Dao #107|131.60327323624998|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/107|Blue|Tiger|Silverchain|Angry|Blue headscarf|Burger
687|🔴-4|Nerd Ape Dao #196|131.58211038729584|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/196|Blue|Light brown|Goldchain|Faded|Demon horns|Pipe
688|🔴-8|Nerd Ape Dao #1300|131.55611743959713|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1300|Beige|Dark brown|Black vest|ETH|Black beanie|Mouchet
689|🔴-12|Nerd Ape Dao #592|131.5130639475467|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/592|Blue|Light brown|Tech jacket|White Round|White bucket hat|420
690|🔴-5|Nerd Ape Dao #1115|131.4990970646228|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1115|Yellow|Robot|Judo|Heart|Cowboy hat|Open
691|🔴-1|Nerd Ape Dao #1224|131.426465810818|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1224|Light purple|Dark brown|Blue vest|Heart|Pirate hat|Close
692|🟢+2|Nerd Ape Dao #552|131.4084285010321|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/552|Yellow|White|Black hoodie|Faded|Blue headscarf|Cigarette
693|🟢+2|Nerd Ape Dao #433|131.39840942255577|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/433|Pink|Light brown|Overalls|Hearteye|Pink beanie|Close
694|🟢+6|Nerd Ape Dao #778|131.38541957491083|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/778|Blue|White|Purple hoodie|Glasses|White bucket hat|Gold Grillz
695|🟢+8|Nerd Ape Dao #75|131.3765048361938|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/75|Beige|Zombie|Black sleeveless|Demon|Adventure hat|Gum
696|🟢+6|Nerd Ape Dao #469|131.35681938497612|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/469|Light purple|Tiger|Purple hoodie|Angry|Biker helmet|Grin
697|🟢+1|Nerd Ape Dao #621|131.3501144332298|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/621|Beige|Black|Purple hoodie|Gold|Rose headscarf|Tongue_out
698|🔴-7|Nerd Ape Dao #76|131.32545866469522|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/76|Blue|Robot|None|Wide_eyes|None|Grin
699|🔴-13|Nerd Ape Dao #28|131.3112432626501|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/28|Blue|Pink|Tech jacket|Square|Green beret|Sneaky
700|🔴-3|Nerd Ape Dao #862|131.27392432474392|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/862|Beige|White|Pink hoodie|White Round|Propeller cap|Open
701|🔴-12|Nerd Ape Dao #18|131.21118223463475|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/18|Blue|Cream|Yellow shirt|Glasses|White bucket hat|Sneaky
702|🔴-3|Nerd Ape Dao #455|131.20994115989856|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/455|Green mint|Dark brown|Yellow shirt|Red Cat|Green beret|Grillz
703|🟢+6|Nerd Ape Dao #1283|131.15268138603716|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1283|Blue|Zombie|Red tee|Eyepatch|Rasta hat|Smile
704|🔴-3|Nerd Ape Dao #1193|131.05137833190742|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1193|Light purple|Cream|Sheriff|Shy|Cowboy hat|Tongue_out
705|🔵|Nerd Ape Dao #1310|130.99657753694518|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1310|Red|Gray|Black suit|Oneeye|Green beret|Sneaky
706|🟢+1|Nerd Ape Dao #1051|130.99619903247557|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1051|Beige|White|Blue vest|Wide_eyes|Demon horns|Smile
707|🟢+3|Nerd Ape Dao #96|130.97370941549627|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/96|Blue|Gray|Tuxedo|Gold|Demon horns|Grin
708|🔴-2|Nerd Ape Dao #1400|130.96876404491206|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1400|Blue|White|Black tee|Sleepy|None|Burger
709|🟢+3|Nerd Ape Dao #136|130.89287294902033|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/136|Light purple|Dark brown|Green jacket|Glasses|Propeller cap|Cigarette
710|🔴-6|Nerd Ape Dao #211|130.87603113694828|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/211|Red|White|Brown coat|Cyberpunk|Fastfood|Tongue_out
711|🟢+2|Nerd Ape Dao #47|130.86089420856544|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/47|Red|Robot|Rasta hawaii|Hearteye|White bucket hat|Cigar
712|🔴-1|Nerd Ape Dao #1116|130.85972891676192|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1116|Red|Dark brown|Black sleeveless|Hearteye|Rasta hat|Pipe
713|🟢+5|Nerd Ape Dao #360|130.85829684929365|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/360|Light purple|White|White singlet|X|Apple|Gum
714|🔵|Nerd Ape Dao #983|130.74463400892517|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/983|Blue|Red|Black vest|Angry|Adventure hat|Cigar
715|🔵|Nerd Ape Dao #309|130.73798307826996|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/309|Blue|Gold|Goldchain|Wide_eyes|Adventure hat|Sneaky
716|🔴-8|Nerd Ape Dao #1229|130.7356771645601|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1229|Yellow|Pink|Judo|Oval|Adventure hat|Sneaky
717|🟢+5|Nerd Ape Dao #1263|130.70992521955296|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1263|Yellow|Gray|Rasta hawaii|Round Glasses|Gold hair|Smile
718|🟢+2|Nerd Ape Dao #1017|130.7092694305245|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1017|Light purple|Robot|Black hoodie|Demon|Black beanie|Mouchet
719|🔵|Nerd Ape Dao #933|130.69860391011218|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/933|Blue|Water|Pirate|Cyberpunk|Propeller cap|Grin
720|🟢+7|Nerd Ape Dao #249|130.68202635153384|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/249|Beige|Red|Tuxedo|Eyepatch|Red bob|Smile
721|🟢+7|Nerd Ape Dao #1006|130.66736011059942|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1006|Red|Gold|Black tee|Hearteye|Biker helmet|Grin
722|🔴-1|Nerd Ape Dao #972|130.64474808324206|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/972|Pink|Red|Pink fur|Angry|Adventure hat|Tongue_out
723|🔴-6|Nerd Ape Dao #459|130.6219133073633|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/459|Light purple|Light brown|Stripedtee|Eyepatch|Staw hat|Pipe
724|🟢+6|Nerd Ape Dao #640|130.61936958175016|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/640|Yellow|Gray|Black jacket|Dizzy|Green beret|Grillz
725|🔴-2|Nerd Ape Dao #865|130.60603913461358|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/865|Light purple|White|Overalls|Close|Pirate hat|Smile
726|🔴-2|Nerd Ape Dao #12|130.57673769946095|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/12|Beige|Red|Stripedtee|Fasion|Fastfood|Burger
727|🔴-2|Nerd Ape Dao #1146|130.54388326892823|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1146|Pink|Tiger|Black jacket|Hearteye|Blue cap|Pipe
728|🟢+5|Nerd Ape Dao #470|130.49066065282128|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/470|Light purple|Water|Black vest|Fasion|Cowboy hat|Candy
729|🟢+3|Nerd Ape Dao #1250|130.48304424080348|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1250|Red|Pink|Blue vest|Close|Cowboy hat|Open
730|🔴-1|Nerd Ape Dao #1269|130.47034975494213|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1269|Blue|Zombie|Red singlet|Red Cat|Newsboy cap|Grin
731|🔵|Nerd Ape Dao #126|130.43122310907788|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/126|Green mint|Black|Goldchain|Cyberpunk|Green beanie|Grillz
732|🟢+3|Nerd Ape Dao #395|130.41716772829272|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/395|Beige|Robot|Green jacket|3D|Pirate hat|Cigar
733|🔴-7|Nerd Ape Dao #1266|130.39990295713426|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1266|Beige|White|Red tee|Red|Pink bucket|Grin
734|🔵|Nerd Ape Dao #413|130.37714504764338|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/413|Yellow|Light brown|Black jacket|Shy|Apple|Cigarette
735|🔴-19|Nerd Ape Dao #576|130.34304813082557|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/576|Yellow|Dark brown|Brown coat|Red Cat|Gold hair|Grin
736|🔵|Nerd Ape Dao #887|130.32866610219162|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/887|Blue|Red|Goldchain|Cyberpunk|Pink beanie|Close
737|🔵|Nerd Ape Dao #989|130.32333271493403|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/989|Blue|Gray|Pirate|3D|White bucket hat|Cigarette
738|🟢+1|Nerd Ape Dao #446|130.26688068222785|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/446|Pink|Black|Overalls|White Round|Apple|Gum
739|🟢+9|Nerd Ape Dao #1183|130.26385203712616|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1183|Red|Lav|Black tee|Wide_eyes|Rose headscarf|420
740|🟢+7|Nerd Ape Dao #499|130.1534468386613|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/499|Beige|Red|Red tee|Round Glasses|Blue headscarf|Pipe
741|🔴-3|Nerd Ape Dao #1389|130.12130605005572|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1389|Blue|White|White shirt ribbon|Faded|Pink bucket|Pipe
742|🔴-2|Nerd Ape Dao #848|130.0550151787626|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/848|Blue|Robot|Black vest|Dizzy|Green beanie|Sneaky
743|🟢+11|Nerd Ape Dao #958|130.03572205553633|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/958|Beige|Lav|Green jacket|Fasion|Pink beanie|Open
744|🔴-3|Nerd Ape Dao #803|130.02085327334913|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/803|Beige|Zombie|Black vest|Fasion|Fastfood|Mouchet
745|🟢+5|Nerd Ape Dao #1314|129.94827221741247|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1314|Yellow|Cream|Black sleeveless|Gold|Black beanie|Gum
746|🟢+5|Nerd Ape Dao #764|129.9408068523398|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/764|Yellow|Tiger|Overalls|Square|Demon horns|Grin
747|🟢+5|Nerd Ape Dao #1357|129.8829365758397|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1357|Blue|Pink|Stripedtee|White Round|Black top hat|Cigarette
748|🔴-2|Nerd Ape Dao #617|129.839601401593|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/617|Pink|Cream|Adventure|Red Cat|None|Burger
749|🟢+16|Nerd Ape Dao #1074|129.80425331680723|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1074|Light purple|Gold|Red tee|Demon|Cowboy hat|Cigarette
750|🔴-8|Nerd Ape Dao #440|129.80056767620889|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/440|Green mint|Dark brown|Yellow shirt|Black Nerd|Rose headscarf|Smile
751|🟢+2|Nerd Ape Dao #260|129.7939389441999|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/260|Green mint|Light brown|Pirate|Shy|Biker helmet|Sneaky
752|🟢+6|Nerd Ape Dao #1308|129.7928283314966|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1308|Light purple|White|Dark blue suit|Oneeye|Rasta hat|420
753|🔴-8|Nerd Ape Dao #914|129.7708832626385|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/914|Yellow|Robot|Sheriff|3D|White bucket hat|Grin
754|🔴-5|Nerd Ape Dao #1262|129.76429237247504|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1262|Yellow|Cream|Blue vest|Hearteye|Black beanie|Cigar
755|🔵|Nerd Ape Dao #1135|129.75926318405402|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1135|Blue|Cream|Black leather|Wide_eyes|Red bob|Tongue_out
756|🟢+6|Nerd Ape Dao #214|129.70718941751423|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/214|Light purple|Robot|Black hoodie|Cyberpunk|Apple|Cigarette
757|🔴-13|Nerd Ape Dao #314|129.69949185479203|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/314|Pink|Dark brown|Fastfood|Eyepatch|Cowboy hat|Mouchet
758|🔴-1|Nerd Ape Dao #190|129.69017076792665|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/190|Green mint|Black|Goldchain|Oval|Pink beanie|Burger
759|🟢+13|Nerd Ape Dao #924|129.68884330608455|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/924|Light purple|Red|White singlet|Hearteye|Rose headscarf|Close
760|🔵|Nerd Ape Dao #936|129.6787503550837|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/936|Blue|Robot|Black hoodie|Demon|Black top hat|Mouchet
761|🟢+5|Nerd Ape Dao #238|129.67049154174663|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/238|Light purple|Pink|Rasta hawaii|White Round|Fastfood|Open
762|🔴-3|Nerd Ape Dao #56|129.66868963199767|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/56|Red|Robot|Black vest|Oneeye|Cowboy hat|Close
763|🔴-20|Nerd Ape Dao #1060|129.66207728981001|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1060|Red|Dark brown|Brown coat|Close|Blue cap|Tongue_out
764|🔵|Nerd Ape Dao #497|129.63117510125224|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/497|Blue|Cream|Dark blue suit|Oneeye|Propeller cap|Grillz
765|🔴-9|Nerd Ape Dao #1364|129.61397345556674|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1364|Blue|Dark brown|White shirt ribbon|Angry|Green beanie|Mouchet
766|🟢+4|Nerd Ape Dao #233|129.50159195932085|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/233|Yellow|Tiger|Tuxedo|Red|Newsboy cap|Pipe
767|🟢+14|Nerd Ape Dao #1172|129.48985454514798|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1172|Beige|Lav|Hawaii|Round Glasses|Green beanie|Pipe
768|🔴-1|Nerd Ape Dao #1395|129.47492854911053|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1395|Blue|Cream|Black sleeveless|Gold|Apple|Smile
769|🟢+5|Nerd Ape Dao #663|129.47190573628788|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/663|Blue|Gray|Black jacket|Close|Black top hat|Pipe
770|🔴-7|Nerd Ape Dao #127|129.46237298496473|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/127|Light purple|Black|Adventure|Wide_eyes|None|Mouchet
771|🟢+2|Nerd Ape Dao #668|129.44415747899154|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/668|Light purple|Black|Black hoodie|Faded|Apple|Close
772|🟢+5|Nerd Ape Dao #475|129.40509499714804|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/475|Light purple|Cream|Overalls|Black Nerd|Pink beanie|Grillz
773|🟢+11|Nerd Ape Dao #178|129.3893770912432|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/178|Pink|Water|Black sleeveless|Wide_eyes|Green beanie|Tongue_out
774|🟢+1|Nerd Ape Dao #287|129.35817314609403|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/287|Green mint|Gold|Pirate|Heart|Green beanie|Grin
775|🟢+18|Nerd Ape Dao #805|129.35488530415003|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/805|Light purple|Zombie|White singlet|Dizzy|Gold hair|Gold Grillz
776|🔴-7|Nerd Ape Dao #235|129.34081870554604|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/235|Pink|Dark brown|Pink hoodie|Wide_eyes|Pink beanie|420
777|🔴-9|Nerd Ape Dao #840|129.29882939058464|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/840|Yellow|Pink|Judo|White Round|Newsboy cap|Grin
778|🟢+10|Nerd Ape Dao #24|129.27833040724875|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/24|Pink|Gray|Dark blue suit|Wide_eyes|Blue cap|Gum
779|🟢+10|Nerd Ape Dao #1076|129.26421908457695|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1076|Green mint|Water|Black leather|Round Glasses|Newsboy cap|Cigar
780|🔴-9|Nerd Ape Dao #693|129.22689178582036|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/693|Yellow|Light brown|Black vest|ETH|Blue cap|Mouchet
781|🔴-1|Nerd Ape Dao #1165|129.2256368534461|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1165|Green mint|Tiger|White shirt ribbon|Sleepy|Fastfood|Cigarette
782|🔵|Nerd Ape Dao #705|129.16211220635444|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/705|Red|White|Black hoodie|Faded|Rasta hat|Cigarette
783|🟢+4|Nerd Ape Dao #747|129.15554138671786|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/747|Pink|Gold|Pink fur|White Round|White bucket hat|Grin
784|🔴-1|Nerd Ape Dao #910|129.13280885366814|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/910|Green mint|Pink|Red singlet|Wide_eyes|Cowboy hat|Sneaky
785|🔴-9|Nerd Ape Dao #222|129.1222981031538|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/222|Green mint|Light brown|Yellow shirt|Round Glasses|Newsboy cap|Smile
786|🟢+11|Nerd Ape Dao #510|129.05306866328255|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/510|Red|Water|Black leather|Close|Black beanie|Smile
787|🟢+4|Nerd Ape Dao #1286|129.04739220294098|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1286|Pink|Gray|White shirt ribbon|Faded|Blue cap|Open
