rank|name|score|link|Background|Spotlight|Particles|Left Hand|Head|Eyes|Mouth|Hairstyle|Right Hand|Outfits
1839|Chibism #1122|269.47536569148645|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1122|Rainbow|Spotlight|Scissors|Head|Crush|Playful|Bowl Cut Blue|Hold|Sweater Pink|-
1840|Chibism #2995|269.4417826430348|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2995|Green|Spotlight|Purple Flower|Head|Kyaaa|Heh|Highlighted Yellow|Hold|Sweater Blue|-
1841|Chibism #29|269.4323640839106|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/29|Blue|Spotlight|Scissors|Head|Intense|Irritated|Short Spiky Orange|Chill|Knit Vest Purple|-
1842|Chibism #3296|269.3622805305657|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3296|Purple|Spotlight|Purple Lolipop|Head|Eh|Ecstatic|Pot Long Hair Nature|Hold|Sweater Green|-
1843|Chibism #1589|269.3590980113042|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1589|Orange|Spotlight|Paper|Head|Inspired|Kuhahaha|Small Pigtails Black|Chill|Sweater Green|-
1844|Chibism #1837|269.23744468106145|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1837|Rainbow|Spotlight|Scissors|Head|Crush|Heh|With Hair Roller Blue|Hold|Oversized Shirt Black|-
1845|Chibism #1493|269.2231326059966|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1493|Blue|Spotlight|Paper|Head|Indifferent|Hohoho|With Hair Roller Pink|Hold|Hoodie Tee Green|-
1846|Chibism #752|269.2062735134871|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/752|Blue|Spotlight|Rock|Head|Intense|Growling|Double Buns Orange|Chill|Tee Lucky|-
1847|Chibism #1931|269.15542569676876|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1931|Blue|Spotlight|Paper|Head|Ashamed|Growling|Top Knot Pink|Hold|Tshirt Purple|-
1848|Chibism #2609|269.1405891664456|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2609|Blue|Spotlight|Scissors|Head|Dumb-founded|Playful|Bowl Cut Blue|Chill|Tee And Shirt Pink|-
1849|Chibism #869|269.1287498520267|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/869|Blue|Spotlight|Paper|Head|Chill|Eh|Casual Orange|Chill|Sweater Swift|-
1850|Chibism #2283|269.07878450524765|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2283|Blue|Spotlight|Rock|Head|Hehehe|Growling|Double Buns Brown|Hold|Tee Im Ded|-
1851|Chibism #2904|268.92324025585634|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2904|Rainbow|Spotlight|Grey Lolipop|Head|Hehehe|Dumb-foundded|Small Pigtails Pink|Chill|Knit Vest Cross|-
1852|Chibism #2881|268.8547826801738|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2881|Blue|Spotlight|Paper|Head|Cry|Growling|With Hair Roller Green|Hold|Sweater Strike|-
1853|Chibism #2776|268.8166555678855|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2776|Orange|Spotlight|Purple Flower|Head|Hehehe|Dumb-foundded|Ponytail With Bow Cream|Hold|Tee Im Ded|-
1854|Chibism #722|268.75014358701617|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/722|Blue|Spotlight|Scissors|Head|Intense|Playful|Ponytail With Bow Pink|Chill|Hoodie Tee Green|-
1855|Chibism #1919|268.71265189220105|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1919|Purple|Spotlight|Paper|Head|Happy|Eh|Long Hair Blonde|Chill|Tee And Shirt Blue|-
1856|Chibism #2170|268.5871343881662|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2170|Rainbow|Spotlight|Rock|Head|Confused|Paranoid|Leave-like Blue|Chill|Tee Cat|-
1857|Chibism #948|268.54595177073315|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/948|Rainbow|Spotlight|Scissors|Head|Crush|Ecstatic|Pot Short Hair Retro|Hold|Tshirt Purple|-
1858|Chibism #1364|268.4972654828937|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1364|Rainbow|Spotlight|Paper|Head|Kyaaa|Growling|With Hair Roller Purple|Hold|Hoodie Tee Beige|-
1859|Chibism #1265|268.45128883950633|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1265|Green|Spotlight|Paper|Head|Kyaaa|Heh|Short Spiky Green|Hold|Knit Vest Green|-
1860|Chibism #927|268.4375521413573|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/927|Rainbow|Spotlight|Rock|Head|Kyaaa|Hohoho|Top Knot Purple|Chill|Tee And Shirt Beige|-
1861|Chibism #787|268.4281888540535|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/787|Rainbow|Spotlight|Paper|Head|Chill|Paranoid|Leave-like Green|Hold|Tshirt Pink|-
1862|Chibism #1595|268.400520194214|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1595|Rainbow|Spotlight|Pink Lolipop|Head|Intense|Smile|Regent Green|Chill|Sweater Flash|-
1863|Chibism #1914|268.34198999478195|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1914|Green|Spotlight|Rock|Head|Hehehe|Growling|Double Buns Pink|Hold|Tee Im Hot|-
1864|Chibism #1330|268.2462426255322|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1330|Rainbow|Spotlight|Blue Lolipop|Head|Happy|Tch|Highlighted Blue|Hold|Tee Smile|-
1865|Chibism #1906|268.1049382032871|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1906|Orange|Spotlight|Paper|Head|Crush|Irritated|Small Pigtails Blue|Hold|Sweater Swift|-
1866|Chibism #1350|268.02448008127607|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1350|Blue|Spotlight|Grey Lolipop|Head|Indifferent|Eh|Double Buns Green|Hold|Sweater Flash|-
1867|Chibism #3116|268.0151280352384|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3116|Pink|Spotlight|Scissors|Head|Confused|Dumb-foundded|Small Pigtails Black|Hold|Tee And Shirt Orange|-
1868|Chibism #1565|268.0124263997761|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1565|Rainbow|Spotlight|Orange Lolipop|Head|Intense|Playful|Pot Short Hair Rainbow|Hold|Knit Vest Purple|-
1869|Chibism #438|268.009662909271|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/438|Orange|Spotlight|Scissors|Head|Dumb-founded|Hohoho|Ponytail With Bow Pink|Chill|Tshirt Beige|-
1870|Chibism #1435|267.99332747581497|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1435|Green|Spotlight|Orange Lolipop|Head|Hehehe|Paranoid|Pot Short Hair Mint|Chill|Sweater Swift|-
1871|Chibism #2508|267.9620140685338|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2508|Purple|Spotlight|Scissors|Head|Intense|Tch|Leave-like Pink|Chill|Oversized Shirt Blue|-
1872|Chibism #2897|267.93099657061816|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2897|Green|Spotlight|Scissors|Head|Intense|Ecstatic|Short Spiky White|Hold|Sweater Blue|-
1873|Chibism #314|267.90945633958245|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/314|Purple|Spotlight|Scissors|Head|Inspired|Ecstatic|Short Spiky Blue|Hold|Oversized Shirt Black|-
1874|Chibism #621|267.85685426819737|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/621|Blue|Spotlight|Paper|Head|Inspired|Growling|Leave-like Black|Hold|Tee And Shirt Pink|-
1875|Chibism #3080|267.78182494875165|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3080|Orange|Spotlight|Grey Lolipop|Head|Confused|Tch|Ponytail With Bow Cream|Hold|Tee And Shirt Beige|-
1876|Chibism #493|267.7693831025483|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/493|Pink|Spotlight|Rock|Head|Happy|Dumb-foundded|With Hair Roller Brown|Chill|Oversized Shirt Black|-
1877|Chibism #2622|267.61708864876834|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2622|Blue|Spotlight|Green Lolipop|Head|Ashamed|Ecstatic|Highlighted Cream|Chill|Sweater Swift|-
1878|Chibism #630|267.5660255054737|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/630|Green|Spotlight|Paper|Head|Ashamed|Eh|Small Pigtails Orange|Hold|Tshirt White|-
1879|Chibism #177|267.52792044093144|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/177|Rainbow|Spotlight|Paper|Head|Eh|Smile|Bowl Cut Blue|Hold|Tshirt White|-
1880|Chibism #2496|267.5245448236546|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2496|Green|Spotlight|Paper|Head|Hehehe|Irritated|Small Pigtails Black|Hold|Sweater Green|-
1881|Chibism #3323|267.43242484727983|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3323|Rainbow|Spotlight|Blue Lolipop|Head|Crush|Growling|Pot Long Hair Deep Sea|Chill|Oversized Shirt Green|-
1882|Chibism #3196|267.4096424727469|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3196|Orange|Spotlight|Paper|Head|Happy|Paranoid|Long Hair Black|Chill|Tee Rainy|-
1883|Chibism #1155|267.3821910663597|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1155|Orange|Spotlight|Blue Flower|Head|Inspired|Dumb-foundded|Pot Short Hair Retro|Hold|Sweater Strike|-
1884|Chibism #1506|267.267084475168|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1506|Blue|Spotlight|Rock|Head|Happy|Heh|With Hair Roller Blonde|Chill|Sweater Flash|-
1885|Chibism #2806|267.25524743938377|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2806|Orange|Spotlight|Paper|Head|Hehehe|Kuhahaha|Top Knot Pink|Hold|Tee And Shirt Pink|-
1886|Chibism #1627|267.22322931703445|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1627|Rainbow|Spotlight|Blue Lolipop|Head|Indifferent|Eh|Small Pigtails Purple|Chill|Tee Im Hot|-
1887|Chibism #3011|267.163174587883|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3011|Green|Spotlight|Paper|Head|Intense|Ecstatic|With Hair Roller Orange|Chill|Tee Im Blue|-
1888|Chibism #693|267.1183553089262|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/693|Rainbow|Spotlight|Scissors|Head|Aggressive|Growling|Small Pigtails Blonde|Hold|Tee And Shirt Orange|-
1889|Chibism #778|266.9807715021631|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/778|Rainbow|Spotlight|Grey Lolipop|Head|Confused|Eh|With Hair Roller Blue|Hold|Knit Vest Purple|-
1890|Chibism #2130|266.92679907107185|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2130|Rainbow|Spotlight|Paper|Head|Kyaaa|Kuhahaha|Leave-like White|Hold|Knit Vest Wave|-
1891|Chibism #726|266.86134817847176|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/726|Blue|Spotlight|Rock|Head|Chill|Growling|Ponytail Bangs Purple|Chill|Tee Rainy|-
1892|Chibism #1100|266.67679209639357|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1100|Blue|Spotlight|Paper|Head|Eh|Growling|Bowl Cut Purple|Chill|Tshirt White|-
1893|Chibism #3124|266.63895507176574|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3124|Rainbow|Spotlight|Paper|Head|Dumb-founded|Growling|Top Knot Pink|Chill|Tshirt Purple|-
1894|Chibism #925|266.52526925256984|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/925|Rainbow|Spotlight|Paper|Head|Inspired|Growling|Bowl Cut Green|Hold|Tshirt Brown|-
1895|Chibism #1481|266.4936654576286|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1481|Blue|Spotlight|Rock|Head|Ashamed|Growling|Spiky Green|Hold|Hoodie Tee Deep Blue|-
1896|Chibism #1986|266.42552215539683|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1986|Rainbow|Spotlight|Scissors|Head|Aggressive|Ecstatic|Ponytail With Bow Pink|Chill|Hoodie Tee Brown|-
1897|Chibism #1776|266.4153648969234|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1776|Rainbow|Spotlight|Blue Lolipop|Head|Intense|Smile|Pot Long Hair Charming|Hold|Knit Vest Purple|-
1898|Chibism #1387|266.3795692633396|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1387|Purple|Spotlight|Purple Lolipop|Head|Kyaaa|Ecstatic|Small Pigtails Pink|Hold|Knit Vest Sharp|-
1899|Chibism #1997|266.36225346750496|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1997|Orange|Spotlight|Scissors|Head|Hehehe|Eh|Long Hair Blonde|Hold|Knit Vest Black|-
1900|Chibism #3262|266.31557742199516|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3262|Pink|Spotlight|Orange Lolipop|Head|Inspired|Growling|Pot Short Hair Mint|Hold|Tee Rainy|-
1901|Chibism #387|266.3089732168588|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/387|Rainbow|Spotlight|Pink Lolipop|Head|Happy|Smile|Pot Long Hair Nature|Hold|Hoodie Tee Deep Blue|-
1902|Chibism #1056|266.23290508245714|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1056|Purple|Spotlight|Paper|Head|Intense|Dumb-foundded|Spiky White|Hold|Tee And Shirt Orange|-
1903|Chibism #1909|266.15356983911414|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1909|Rainbow|Spotlight|Purple Flower|Head|Crush|Eh|Short Spiky Blue|Chill|Knit Vest Cross|-
1904|Chibism #3028|265.8162761165104|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3028|Pink|Spotlight|Pink Lolipop|Head|Happy|Paranoid|Pot Long Hair Nature|Hold|Tee And Shirt Green|-
1905|Chibism #982|265.8064828738609|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/982|Blue|Spotlight|Blue Flower|Head|Eh|Growling|Small Pigtails Blonde|Chill|Knit Vest Cross|-
1906|Chibism #2245|265.7484068574755|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2245|Blue|Spotlight|Scissors|Head|Dumb-founded|Paranoid|Casual Green|Chill|Knit Vest Yellow|-
1907|Chibism #2789|265.73915489569436|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2789|Rainbow|Spotlight|Scissors|Head|Intense|Irritated|Short Spiky Orange|Hold|Sweater Yellow|-
1908|Chibism #1902|265.7344087604314|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1902|Rainbow|Spotlight|Scissors|Head|Intense|Growling|Spiky Green|Hold|Tshirt Blue|-
1909|Chibism #740|265.73038770348876|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/740|Purple|Spotlight|Rock|Head|Chill|Eh|Bowl Cut Green|Chill|Tshirt Pink|-
1910|Chibism #2658|265.72348471871965|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2658|Pink|Spotlight|Green Flower|Head|Kyaaa|Growling|Small Pigtails Purple|Hold|Tee And Shirt Blue|-
1911|Chibism #400|265.6833441127087|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/400|Pink|Spotlight|Scissors|Head|Indifferent|Dumb-foundded|Top Knot Purple|Chill|Sweater Pink|-
1912|Chibism #2980|265.6200316559656|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2980|Orange|Spotlight|Rock|Head|Kyaaa|Growling|Spiky White|Hold|Sweater Purple|-
1913|Chibism #1894|265.4475867841295|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1894|Blue|Spotlight|Paper|Head|Crush|Hohoho|Short Spiky Green|Hold|Oversized Shirt Purple|-
1914|Chibism #1982|265.4006548386318|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1982|Purple|Spotlight|Grey Lolipop|Head|Kyaaa|Eh|Highlighted Orange|Hold|Tshirt Pink|-
1915|Chibism #1856|265.3407074843403|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1856|Green|Spotlight|Paper|Head|Kyaaa|Heh|Top Knot Pink|Chill|Tee And Shirt Green|-
1916|Chibism #1017|265.32256860402447|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1017|Blue|Spotlight|Paper|Head|Happy|Paranoid|Small Pigtails Blonde|Chill|Tee Im Ded|-
1917|Chibism #477|265.20061908270515|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/477|Orange|Spotlight|Scissors|Head|Intense|Growling|Top Knot Blue|Hold|Knit Vest Sharp|-
1918|Chibism #2589|265.1556120712046|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2589|Purple|Spotlight|Scissors|Head|Kyaaa|Playful|Bowl Cut Green|Hold|Tee And Shirt Pink|-
1919|Chibism #3096|265.10260095965026|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3096|Rainbow|Spotlight|Blue Flower|Head|Kyaaa|Kuhahaha|Small Pigtails Black|Hold|Knit Vest Cross|-
1920|Chibism #2820|265.0664448353723|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2820|Rainbow|Spotlight|Blue Flower|Head|Confused|Hohoho|Highlighted Blue|Chill|Knit Vest Black|-
1921|Chibism #696|265.0120611785709|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/696|Orange|Spotlight|Orange  Flower|Head|Ashamed|Ecstatic|Ponytail With Bow Cream|Chill|Tee Im Ded|-
1922|Chibism #637|265.00371564910745|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/637|Green|Spotlight|Scissors|Head|Hehehe|Growling|Small Pigtails Orange|Hold|Tee Scary|-
1923|Chibism #1094|264.9545458580593|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1094|Rainbow|Spotlight|Orange  Flower|Head|Crush|Eh|Highlighted Orange|Hold|Tee Smile|-
1924|Chibism #973|264.8938891582652|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/973|Rainbow|Spotlight|Paper|Head|Indifferent|Ecstatic|Bowl Cut Blue|Hold|Tshirt Pink|-
1925|Chibism #664|264.7510207821724|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/664|Blue|Spotlight|Scissors|Head|Happy|Paranoid|Leave-like White|Hold|Knit Vest Cross|-
1926|Chibism #1530|264.7450215996855|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1530|Green|Spotlight|Rock|Head|Indifferent|Growling|Ponytail Bangs Purple|Chill|Tshirt Blue|-
1927|Chibism #2158|264.741311491488|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2158|Rainbow|Spotlight|Paper|Head|Crush|Paranoid|Small Pigtails Pink|Chill|Tee Cat|-
1928|Chibism #520|264.7261894535792|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/520|Rainbow|Spotlight|Orange  Flower|Head|Indifferent|Eh|Highlighted Pink|Hold|Sweater Swift|-
1929|Chibism #2072|264.71393712005784|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2072|Rainbow|Spotlight|Scissors|Head|Happy|Playful|Bowl Cut Green|Hold|Oversized Shirt Yellow|-
1930|Chibism #474|264.67585705602613|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/474|Orange|Spotlight|Paper|Head|Chill|Kuhahaha|Long Hair Black|Chill|Oversized Shirt Blue|-
1931|Chibism #1900|264.6705200993288|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1900|Blue|Spotlight|Paper|Head|Inspired|Paranoid|Bowl Cut Blue|Hold|Tee Rainy|-
1932|Chibism #829|264.61986585652346|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/829|Blue|Spotlight|Scissors|Head|Confused|Growling|Short Spiky Orange|Hold|Knit Vest Black|-
1933|Chibism #744|264.5899642889069|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/744|Pink|Spotlight|Blue Lolipop|Head|Eh|Growling|Short Spiky Purple|Hold|Sweater Blue|-
1934|Chibism #772|264.5275895352856|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/772|Blue|Spotlight|Paper|Head|Confused|Playful|Small Pigtails Blue|Chill|Sweater Yellow|-
1935|Chibism #1652|264.4498433253454|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1652|Pink|Spotlight|Scissors|Head|Hehehe|Hohoho|Small Pigtails Black|Chill|Oversized Shirt Purple|-
1936|Chibism #2251|264.4486620711893|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2251|Purple|Spotlight|Pink Lolipop|Head|Indifferent|Eh|Highlighted Yellow|Chill|Tshirt Pink|-
1937|Chibism #2289|264.3842604138766|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2289|Rainbow|Spotlight|Green Flower|Head|Ashamed|Paranoid|Ponytail With Bow Pink|Chill|Sweater Flash|-
1938|Chibism #573|264.3722657802713|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/573|Rainbow|Spotlight|Rock|Head|Cry|Eh|Bowl Cut Orange|Hold|Knit Vest Black|-
1939|Chibism #343|264.36955859817226|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/343|Rainbow|Spotlight|Rock|Head|Dumb-founded|Kuhahaha|Long Hair Blonde|Hold|Oversized Shirt Blue|-
1940|Chibism #3270|264.31251060712464|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3270|Rainbow|Spotlight|Rock|Head|Cry|Paranoid|Top Knot Pink|Chill|Sweater Pink|-
1941|Chibism #1985|264.2673830884224|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1985|Rainbow|Spotlight|Scissors|Head|Aggressive|Hohoho|Spiky Blue|Hold|Tee Im Blue|-
1942|Chibism #2580|264.252160547258|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2580|Blue|Spotlight|Rock|Head|Kyaaa|Growling|Small Pigtails Blue|Chill|Tee Rainy|-
1943|Chibism #1195|264.21980958965503|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1195|Orange|Spotlight|Paper|Head|Inspired|Irritated|Spiky Orange|Chill|Oversized Shirt Orange|-
1944|Chibism #2512|264.11868553528734|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2512|Blue|Spotlight|Paper|Head|Inspired|Smile|Spiky Orange|Hold|Hoodie Tee Deep Blue|-
1945|Chibism #2373|264.1040128493193|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2373|Pink|Spotlight|Scissors|Head|Aggressive|Paranoid|Double Buns Orange|Hold|Tshirt Brown|-
1946|Chibism #681|264.0834595234069|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/681|Rainbow|Spotlight|Scissors|Head|Indifferent|Kuhahaha|Leave-like White|Chill|Knit Vest Wave|-
