rank|name|score|link|Background|Spotlight|Particles|Left Hand|Head|Eyes|Mouth|Hairstyle|Right Hand|Outfits
1719|Chibism #2192|275.67689632692714|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2192|Blue|Spotlight|Paper|Head|Inspired|Heh|With Hair Roller Blonde|Hold|Sweater Swift|-
1720|Chibism #246|275.66996152826357|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/246|Green|Spotlight|Rock|Head|Dumb-founded|Growling|Regent Blue|Chill|Tee Im Hot|-
1721|Chibism #2306|275.6635914029463|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2306|Rainbow|Spotlight|Purple Lolipop|Head|Confused|Dumb-foundded|Pot Long Hair Nature|Hold|Tee And Shirt Grey|-
1722|Chibism #3159|275.53811498935704|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3159|Green|Spotlight|Paper|Head|Aggressive|Smile|Double Buns Green|Chill|Tee And Shirt Grey|-
1723|Chibism #261|275.40589869626774|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/261|Rainbow|Spotlight|Scissors|Head|Indifferent|Playful|Ponytail Bangs Orange|Hold|Tshirt White|-
1724|Chibism #3049|275.3428725471437|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3049|Rainbow|Spotlight|Scissors|Head|Crush|Growling|Casual Purple|Hold|Tee Im Ded|-
1725|Chibism #419|275.2792070940884|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/419|Blue|Spotlight|Paper|Head|Inspired|Hohoho|Leave-like Purple|Chill|Knit Vest Cyan|-
1726|Chibism #418|275.24428473283615|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/418|Blue|Spotlight|Blue Flower|Head|Aggressive|Kuhahaha|Spiky Pink|Chill|Sweater Strike|-
1727|Chibism #2248|275.2181854353499|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2248|Pink|Spotlight|Rock|Head|Kyaaa|Ecstatic|Leave-like Pink|Chill|Sweater Pink|-
1728|Chibism #2066|275.14084116370327|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2066|Rainbow|Spotlight|Blue Flower|Head|Crush|Ecstatic|Ponytail With Bow Pink|Chill|Sweater Blue|-
1729|Chibism #1718|275.1005231640497|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1718|Pink|Spotlight|Paper|Head|Indifferent|Growling|Ponytail Bangs Brown|Hold|Tee Im Ded|-
1730|Chibism #3279|275.0787865164614|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3279|Pink|Spotlight|Paper|Head|Dumb-founded|Ecstatic|Spiky Pink|Hold|Tshirt Purple|-
1731|Chibism #2452|275.0275427478661|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2452|Blue|Spotlight|Rock|Head|Chill|Tch|Long Hair Purple|Hold|Hoodie Tee Brown|-
1732|Chibism #1388|275.0107933077571|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1388|Pink|Spotlight|Scissors|Head|Ashamed|Growling|Small Pigtails Blonde|Hold|Tshirt Brown|-
1733|Chibism #3202|275.0070017504439|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3202|Orange|Spotlight|Scissors|Head|Crush|Smile|Long Hair Black|Hold|Sweater Pink|-
1734|Chibism #1440|274.8116490465876|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1440|Pink|Spotlight|Blue Flower|Head|Cry|Playful|Top Knot Pink|Hold|Knit Vest Cross|-
1735|Chibism #2522|274.76429499843476|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2522|Blue|Spotlight|Paper|Head|Happy|Smile|Leave-like Blue|Chill|Sweater Green|-
1736|Chibism #2196|274.7312008616502|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2196|Orange|Spotlight|Green Lolipop|Head|Hehehe|Eh|Highlighted Yellow|Hold|Tee Im Hot|-
1737|Chibism #923|274.6956907672005|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/923|Green|Spotlight|Paper|Head|Cry|Ecstatic|Bowl Cut Purple|Hold|Hoodie Tee Beige|-
1738|Chibism #643|274.6351952453183|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/643|Orange|Spotlight|Scissors|Head|Chill|Tch|Top Knot Purple|Hold|Tee And Shirt Beige|-
1739|Chibism #1262|274.634935087689|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1262|Rainbow|Spotlight|Purple Lolipop|Head|Dumb-founded|Kuhahaha|Small Pigtails Pink|Chill|Knit Vest Nature|-
1740|Chibism #215|274.6127295808037|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/215|Orange|Spotlight|Orange  Flower|Head|Crush|Hohoho|Short Spiky Black|Chill|Knit Vest Yellow|-
1741|Chibism #1822|274.59507757579036|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1822|Purple|Spotlight|Rock|Head|Confused|Growling|Regent Blue|Hold|Hoodie Tee Deep Blue|-
1742|Chibism #858|274.53316973992605|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/858|Orange|Spotlight|Rock|Head|Hehehe|Kuhahaha|Small Pigtails Black|Hold|Tee And Shirt Grey|-
1743|Chibism #76|274.51915137996747|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/76|Purple|Spotlight|Rock|Head|Ashamed|Growling|Casual Orange|Chill|Oversized Shirt Orange|-
1744|Chibism #1672|274.39622899029433|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1672|Rainbow|Spotlight|Scissors|Head|Dumb-founded|Eh|Bowl Cut Green|Hold|Tshirt Brown|-
1745|Chibism #1296|274.2607232900335|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1296|Rainbow|Spotlight|Grey Lolipop|Head|Indifferent|Eh|Regent Green|Chill|Tee Im Hot|-
1746|Chibism #1416|274.1207156122249|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1416|Orange|Spotlight|Scissors|Head|Crush|Irritated|With Hair Roller Orange|Hold|Tee And Shirt Grey|-
1747|Chibism #820|273.8420128464945|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/820|Orange|Spotlight|Paper|Head|Dumb-founded|Smile|Long Hair Black|Chill|Hoodie Tee Light Grey|-
1748|Chibism #381|273.82543206389994|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/381|Orange|Spotlight|Purple Lolipop|Head|Cry|Tch|Pot Short Hair Mint|Hold|Oversized Shirt Yellow|-
1749|Chibism #1852|273.7274977943913|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1852|Orange|Spotlight|Blue Lolipop|Head|Ashamed|Dumb-foundded|Ponytail With Bow Cream|Chill|Sweater Green|-
1750|Chibism #79|273.68783389618784|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/79|Blue|Spotlight|Paper|Head|Confused|Irritated|Small Pigtails Orange|Chill|Knit Vest Black|-
1751|Chibism #1603|273.6873437657762|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1603|Blue|Spotlight|Paper|Head|Indifferent|Growling|Long Hair Green|Chill|Tee Im Blue|-
1752|Chibism #2642|273.668813468996|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2642|Orange|Spotlight|Scissors|Head|Eh|Hohoho|Short Spiky White|Chill|Tee Melting Heart|-
1753|Chibism #1614|273.6658880923213|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1614|Orange|Spotlight|Paper|Head|Intense|Playful|Long Hair Black|Hold|Oversized Shirt Yellow|-
1754|Chibism #3031|273.61881302677443|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3031|Pink|Spotlight|Rock|Head|Kyaaa|Paranoid|With Hair Roller Blonde|Hold|Sweater Swift|-
1755|Chibism #2396|273.5408425751093|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2396|Purple|Spotlight|Paper|Head|Chill|Kuhahaha|With Hair Roller Brown|Hold|Hoodie Tee Brown|-
1756|Chibism #2136|273.5319565524887|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2136|Rainbow|Spotlight|Paper|Head|Hehehe|Hohoho|Ponytail Bangs Orange|Hold|Sweater Blue|-
1757|Chibism #2019|273.5210355410431|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2019|Orange|Spotlight|Rock|Head|Ashamed|Irritated|Small Pigtails Blonde|Hold|Knit Vest Pink|-
1758|Chibism #3135|273.49235809682307|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3135|Purple|Spotlight|Green Flower|Head|Chill|Irritated|Small Pigtails Green|Hold|Knit Vest Yellow|-
1759|Chibism #2594|273.4394815232459|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2594|Rainbow|Spotlight|Grey Flower|Head|Intense|Growling|Pot Long Hair Nature|Chill|Tee Im Blue|-
1760|Chibism #1962|273.4205969038004|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1962|Rainbow|Spotlight|Rock|Head|Inspired|Smile|Bowl Cut Orange|Chill|Tshirt Blue|-
1761|Chibism #2778|273.37719681589857|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2778|Pink|Spotlight|Rock|Head|Happy|Heh|Long Hair Purple|Chill|Tshirt Beige|-
1762|Chibism #49|273.29623009348853|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/49|Orange|Spotlight|Grey Lolipop|Head|Indifferent|Heh|Small Pigtails Pink|Chill|Sweater Strike|-
1763|Chibism #1096|273.25300650614554|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1096|Pink|Spotlight|Rock|Head|Ashamed|Hohoho|Short Spiky White|Hold|Tee Melting Heart|-
1764|Chibism #3307|273.1496538797949|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3307|Rainbow|Spotlight|Scissors|Head|Hehehe|Paranoid|Spiky Black|Hold|Tee Im Ded|-
1765|Chibism #2478|273.11947995927426|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2478|Purple|Spotlight|Scissors|Head|Happy|Growling|Regent Blue|Chill|Tee Rainy|-
1766|Chibism #1469|273.05472757230643|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1469|Blue|Spotlight|Rock|Head|Eh|Paranoid|Long Hair Green|Hold|Tee And Shirt Blue|-
1767|Chibism #398|273.01861345591374|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/398|Pink|Spotlight|Grey Lolipop|Head|Ashamed|Ecstatic|Pot Long Hair Nature|Hold|Tshirt Brown|-
1768|Chibism #1378|272.92674954631593|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1378|Orange|Spotlight|Scissors|Head|Cry|Growling|Spiky Black|Hold|Tshirt Pink|-
1769|Chibism #2493|272.91200711330697|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2493|Pink|Spotlight|Blue Lolipop|Head|Ashamed|Eh|Highlighted Blue|Hold|Tshirt Pink|-
1770|Chibism #3291|272.91135528934194|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3291|Blue|Spotlight|Rock|Head|Hehehe|Irritated|Small Pigtails Blonde|Hold|Oversized Shirt Yellow|-
1771|Chibism #373|272.90665909509784|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/373|Orange|Spotlight|Orange  Flower|Head|Crush|Growling|Ponytail With Bow Brown|Chill|Sweater Yellow|-
1772|Chibism #1113|272.8682125149812|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1113|Rainbow|Spotlight|Paper|Head|Happy|Growling|Casual Orange|Hold|Tshirt Blue|-
1773|Chibism #1144|272.8238918531053|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1144|Purple|Spotlight|Scissors|Head|Aggressive|Ecstatic|Double Buns Brown|Chill|Knit Vest Purple|-
1774|Chibism #98|272.7521507035502|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/98|Blue|Spotlight|Rock|Head|Confused|Tch|Casual White|Hold|Hoodie Tee Light Grey|-
1775|Chibism #2257|272.74222614495875|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2257|Pink|Spotlight|Scissors|Head|Confused|Smile|Bowl Cut Purple|Chill|Oversized Shirt Blue|-
1776|Chibism #1892|272.69871398338285|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1892|Purple|Spotlight|Scissors|Head|Intense|Playful|Long Hair Purple|Chill|Sweater Purple|-
1777|Chibism #2163|272.66117255383176|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2163|Blue|Spotlight|Scissors|Head|Happy|Heh|With Hair Roller Blue|Hold|Knit Vest Cyan|-
1778|Chibism #1217|272.64089467519653|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1217|Pink|Spotlight|Rock|Head|Chill|Heh|Bowl Cut Purple|Chill|Sweater Swift|-
1779|Chibism #1156|272.5730163720158|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1156|Rainbow|Spotlight|Paper|Head|Inspired|Irritated|Bowl Cut Orange|Chill|Hoodie Tee Deep Blue|-
1780|Chibism #3123|272.55868122629204|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3123|Green|Spotlight|Scissors|Head|Confused|Tch|Bowl Cut Blue|Hold|Oversized Shirt Yellow|-
1781|Chibism #617|272.4366629131043|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/617|Blue|Spotlight|Rock|Head|Happy|Ecstatic|Bowl Cut Green|Hold|Oversized Shirt White|-
1782|Chibism #1998|272.4010734801149|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1998|Purple|Spotlight|Scissors|Head|Ashamed|Playful|Double Buns Brown|Chill|Sweater Yellow|-
1783|Chibism #2303|272.36875326665574|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2303|Orange|Spotlight|Scissors|Head|Ashamed|Tch|Short Spiky White|Chill|Hoodie Tee Beige|-
1784|Chibism #2249|272.36111494522504|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2249|Purple|Spotlight|Paper|Head|Intense|Heh|Top Knot Pink|Chill|Hoodie Tee Light Grey|-
1785|Chibism #1772|272.3570198548772|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1772|Green|Spotlight|Rock|Head|Crush|Kuhahaha|Highlighted Pink|Chill|Tee Lucky|-
1786|Chibism #937|272.2581479542064|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/937|Purple|Spotlight|Paper|Head|Eh|Growling|Long Hair Green|Hold|Oversized Shirt White|-
1787|Chibism #2208|272.24430603054634|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2208|Pink|Spotlight|Scissors|Head|Kyaaa|Hohoho|Long Hair Blonde|Hold|Tee Rainy|-
1788|Chibism #1612|272.22067533484807|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1612|Green|Spotlight|Scissors|Head|Chill|Kuhahaha|Bowl Cut Purple|Hold|Knit Vest Purple|-
1789|Chibism #2112|272.1728319265297|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2112|Rainbow|Spotlight|Orange Lolipop|Head|Intense|Growling|Highlighted Yellow|Hold|Oversized Shirt White|-
1790|Chibism #1571|272.1626264199905|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1571|Purple|Spotlight|Scissors|Head|Kyaaa|Kuhahaha|Casual White|Hold|Oversized Shirt Orange|-
1791|Chibism #909|272.1532086552064|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/909|Blue|Spotlight|Paper|Head|Crush|Eh|Bowl Cut Purple|Hold|Tee Rainy|-
1792|Chibism #1344|272.0627176810628|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1344|Orange|Spotlight|Green Flower|Head|Dumb-founded|Smile|Spiky White|Hold|Sweater Strike|-
1793|Chibism #575|271.97469452055543|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/575|Pink|Spotlight|Paper|Head|Intense|Dumb-foundded|Long Hair Black|Hold|Tshirt White|-
1794|Chibism #2495|271.92859019943626|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2495|Green|Spotlight|Blue Flower|Head|Indifferent|Hohoho|Small Pigtails Purple|Chill|Tee Im Hot|-
1795|Chibism #23|271.80329385236223|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/23|Rainbow|Spotlight|Scissors|Head|Kyaaa|Tch|Bowl Cut Black|Chill|Sweater Strike|-
1796|Chibism #1376|271.7226698372168|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1376|Blue|Spotlight|Paper|Head|Intense|Paranoid|Leave-like Green|Hold|Tee And Shirt Beige|-
1797|Chibism #1723|271.69685871364493|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1723|Rainbow|Spotlight|Rock|Head|Ashamed|Eh|Bowl Cut Purple|Chill|Tshirt Blue|-
1798|Chibism #2463|271.63942253156046|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2463|Green|Spotlight|Rock|Head|Crush|Hohoho|Top Knot Purple|Hold|Tee And Shirt Beige|-
1799|Chibism #1196|271.61072237422536|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1196|Rainbow|Spotlight|Scissors|Head|Cry|Growling|Casual Green|Hold|Hoodie Tee Deep Blue|-
1800|Chibism #460|271.58004156202776|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/460|Purple|Spotlight|Paper|Head|Crush|Eh|Regent Purple|Chill|Sweater Green|-
1801|Chibism #2981|271.41735963535126|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2981|Orange|Spotlight|Scissors|Head|Hehehe|Eh|Bowl Cut Orange|Hold|Knit Vest Pink|-
1802|Chibism #2860|271.3855871165517|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2860|Pink|Spotlight|Scissors|Head|Inspired|Playful|Regent Purple|Hold|Oversized Shirt Green|-
1803|Chibism #2492|271.3594975927362|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2492|Orange|Spotlight|Paper|Head|Kyaaa|Irritated|Leave-like Blue|Hold|Knit Vest Green|-
1804|Chibism #2240|271.3436473278167|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2240|Green|Spotlight|Rock|Head|Dumb-founded|Ecstatic|Double Buns Blonde|Chill|Tee Smile|-
1805|Chibism #999|271.33496018965775|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/999|Blue|Spotlight|Blue Lolipop|Head|Cry|Growling|Leave-like Blue|Hold|Knit Vest Yellow|-
1806|Chibism #3057|271.32021903726195|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3057|Purple|Spotlight|Paper|Head|Hehehe|Kuhahaha|Small Pigtails Orange|Chill|Tee Smile|-
1807|Chibism #2850|271.31095054517965|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2850|Blue|Spotlight|Scissors|Head|Eh|Eh|Small Pigtails Orange|Chill|Oversized Shirt Yellow|-
1808|Chibism #148|271.26630609327486|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/148|Green|Spotlight|Orange Lolipop|Head|Crush|Growling|Spiky Blue|Hold|Knit Vest Cross|-
1809|Chibism #2951|271.26488814789866|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2951|Green|Spotlight|Green Lolipop|Head|Aggressive|Playful|Ponytail With Bow Blonde|Chill|Oversized Shirt Yellow|-
1810|Chibism #950|271.21708980705506|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/950|Purple|Spotlight|Grey Lolipop|Head|Inspired|Growling|Ponytail Bangs Pink|Chill|Tee And Shirt Beige|-
1811|Chibism #2541|271.1799525351801|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2541|Pink|Spotlight|Paper|Head|Indifferent|Irritated|Double Buns Purple|Hold|Knit Vest Cross|-
1812|Chibism #1992|271.1384305661501|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1992|Orange|Spotlight|Paper|Head|Kyaaa|Growling|Ponytail Bangs Purple|Chill|Knit Vest Pink|-
1813|Chibism #2348|271.1154132115496|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2348|Blue|Spotlight|Pink Lolipop|Head|Ashamed|Playful|Pot Short Hair Mint|Chill|Hoodie Tee Beige|-
1814|Chibism #813|270.9175754205346|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/813|Pink|Spotlight|Scissors|Head|Crush|Heh|Regent Black|Chill|Knit Vest Yellow|-
1815|Chibism #3223|270.8572023477231|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3223|Rainbow|Spotlight|Paper|Head|Dumb-founded|Irritated|Casual Orange|Hold|Sweater Yellow|-
1816|Chibism #3259|270.8257531018147|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3259|Purple|Spotlight|Rock|Head|Dumb-founded|Growling|Double Buns Blonde|Hold|Hoodie Tee Light Grey|-
1817|Chibism #344|270.82245177961926|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/344|Rainbow|Spotlight|Paper|Head|Crush|Irritated|Pot Long Hair Charming|Hold|Tee Lucky|-
1818|Chibism #2544|270.78464068163805|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2544|Rainbow|Spotlight|Rock|Head|Crush|Growling|Regent Black|Hold|Tee Melting Heart|-
1819|Chibism #2991|270.71485818957956|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2991|Rainbow|Spotlight|Green Flower|Head|Inspired|Dumb-foundded|Pot Long Hair Nature|Chill|Tee And Shirt Orange|-
1820|Chibism #2871|270.70965578160695|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2871|Rainbow|Spotlight|Scissors|Head|Crush|Dumb-foundded|Short Spiky Orange|Hold|Oversized Shirt Blue|-
1821|Chibism #2989|270.5917343792765|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2989|Blue|Spotlight|Rock|Head|Ashamed|Kuhahaha|Regent Purple|Chill|Tee Scary|-
1822|Chibism #272|270.4415572943192|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/272|Pink|Spotlight|Paper|Head|Eh|Growling|Leave-like Black|Hold|Sweater Pink|-
1823|Chibism #1411|270.3446398496114|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1411|Pink|Spotlight|Paper|Head|Inspired|Ecstatic|Regent Purple|Hold|Oversized Shirt Purple|-
1824|Chibism #3193|270.30581916967895|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3193|Rainbow|Spotlight|Scissors|Head|Inspired|Growling|Leave-like Blue|Chill|Sweater Purple|-
1825|Chibism #2405|270.3035320877575|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2405|Orange|Spotlight|Scissors|Head|Confused|Growling|Ponytail Bangs Purple|Chill|Hoodie Tee Light Grey|-
1826|Chibism #1760|270.274315491645|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1760|Rainbow|Spotlight|Scissors|Head|Cry|Irritated|Small Pigtails Orange|Chill|Tee Rainy|-
1827|Chibism #2816|270.25153154900295|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2816|Pink|Spotlight|Paper|Head|Dumb-founded|Growling|Spiky Pink|Chill|Knit Vest Cyan|-
1828|Chibism #83|270.10426765615966|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/83|Blue|Spotlight|Blue Flower|Head|Happy|Ecstatic|Ponytail Bangs Pink|Hold|Oversized Shirt Orange|-
1829|Chibism #3180|270.04982957722456|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/3180|Orange|Spotlight|Scissors|Head|Indifferent|Ecstatic|Casual White|Chill|Tee And Shirt Purple|-
1830|Chibism #1730|270.0143614407922|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1730|Blue|Spotlight|Paper|Head|Aggressive|Eh|Long Hair Blonde|Chill|Oversized Shirt Orange|-
1831|Chibism #2625|269.9343845205051|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2625|Rainbow|Spotlight|Rock|Head|Kyaaa|Growling|Casual Purple|Hold|Oversized Shirt Blue|-
1832|Chibism #2382|269.89715919819|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2382|Green|Spotlight|Paper|Head|Confused|Growling|Leave-like Black|Chill|Hoodie Tee Light Grey|-
1833|Chibism #1516|269.7367318273559|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1516|Pink|Spotlight|Blue Lolipop|Head|Crush|Tch|With Hair Roller Pink|Chill|Sweater Flash|-
1834|Chibism #1318|269.7297154702213|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1318|Orange|Spotlight|Paper|Head|Indifferent|Hohoho|Small Pigtails Orange|Hold|Tee Rainy|-
1835|Chibism #1697|269.6318966272576|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1697|Rainbow|Spotlight|Paper|Head|Eh|Growling|With Hair Roller Purple|Hold|Knit Vest Black|-
1836|Chibism #1875|269.6178098323511|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/1875|Rainbow|Spotlight|Rock|Head|Indifferent|Paranoid|Bowl Cut Orange|Hold|Oversized Shirt Orange|-
1837|Chibism #700|269.59513423869896|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/700|Orange|Spotlight|Paper|Head|Kyaaa|Playful|Spiky Pink|Hold|Knit Vest Green|-
1838|Chibism #2692|269.53993451495353|https://quixotic.io/asset/0xF811F2D6256C436Ea092B2401FE175167E4BC766/2692|Orange|Spotlight|Rock|Head|Happy|Ecstatic|Ponytail With Bow Pink|Chill|Sweater Purple|-
