rank|name|score|link|Bg|Body|Eye|Earring|Hair|Clothing|Mouth
811|GoblinTownHero #1621|125.52596048346459|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1621|Orchid|Crimson|Hungover|None|Green Robin|Melting|Tongue Out
812|GoblinTownHero #1686|125.48777605584388|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1686|Mint|Sky|Angry|None|Boat|Pistachio|Grumpy
813|GoblinTownHero #1167|125.48708146842658|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1167|Pink|Pickle|Round|Edge|Night Cap|Lilly|Neutral Smile
814|GoblinTownHero #2423|125.46816955203617|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2423|Sky|Moss|Angry|Double|Egg|Royal|Happy
815|GoblinTownHero #1365|125.43437584882828|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1365|Night|Fern|Hungover|Double|Egg|Melting|Goblin
816|GoblinTownHero #2987|125.41972650197613|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2987|Salmon|Moss|Gazed|Gold Ether|Bowler|Rock|Tongue Out
817|GoblinTownHero #2680|125.3967143178264|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2680|Spiky|Sky|8BIT|None|Dark Bedhead|Adventure|Rainbow Puke
818|GoblinTownHero #3010|125.38997147855618|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3010|Flora|Moss|Round Rainbow|None|Boat|Overalls|Grumpy
819|GoblinTownHero #3015|125.34775222658891|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3015|Flora|Fern|Sad|Edge|Bowler|Ribbon|Grumpy
820|GoblinTownHero #2442|125.31428917858436|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2442|Orchid|Fern|Round Rainbow|Double|Blue Braids|Ribbon|Cheeky Smile
821|GoblinTownHero #3268|125.28940558386593|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3268|Salmon|Crimson|8BIT|Gold Ether|Wizard|Hero Cape|Grumpy
822|GoblinTownHero #1493|125.2621976134189|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1493|Mint|Crimson|Neutral|Gold Ether|Sapling|Fern|Rainbow Puke
823|GoblinTownHero #1105|125.25679248106357|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1105|Starry Candy|Fern|Round Rainbow|Shield|Afro|Stars|Grumpy
824|GoblinTownHero #938|125.2548087849203|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/938|Gradient|Pickle|Wayfarer|None|Lemon Trapperer|Yellow Dark|Happy
825|GoblinTownHero #1432|125.2222986633328|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1432|Starry Emerald|Sky|Neutral|Gold Ether|Boat|Cerulean|Tongue Out
826|GoblinTownHero #229|125.18655051293757|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/229|Starry Arctic|Fern|Ghost|Edge|Egg|Honey Cape|Happy
827|GoblinTownHero #1937|125.17201200842574|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1937|Fire|Crimson|Gazed|None|Dark Bedhead|Adventure|Drowsy
828|GoblinTownHero #2258|125.11333803320466|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2258|Mint|Moss|Ghost|Shield|Peach Bun|Star Hero|Star Puke
829|GoblinTownHero #780|125.11177975330249|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/780|Flora|Fern|Round|Gold Ether|Night Cap|Ether|Grumpy
830|GoblinTownHero #466|125.03431743693936|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/466|Mint|Moss|Cry|None|Afro|Cerulean|Rainbow Puke
831|GoblinTownHero #2328|124.99063223313101|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2328|Starry Arctic|Pickle|Ghost|Double|Afro|Royal|Grumpy
832|GoblinTownHero #831|124.92572924896848|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/831|Butter|Fern|8BIT|None|Kids Beanie|Lilly|Cheeky Smile
833|GoblinTownHero #1923|124.9114533521636|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1923|Olive|Pickle|Sad|None|Sword|Ether|Happy
834|GoblinTownHero #2368|124.86282310046886|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2368|Salmon|Fern|Snake|None|Green Robin|Melting|Fang
835|GoblinTownHero #893|124.86060770268341|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/893|Olive|Pickle|X|None|Wizard|Melting|Rainbow Puke
836|GoblinTownHero #1414|124.83792471318085|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1414|Fire|Pickle|Wayfarer|Double|Pink Bear|Fern|Tongue Out
837|GoblinTownHero #3046|124.73571414869372|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3046|Gradient|Moss|Gazed|Edge|Blue Sideswept|Punch|Smirk
838|GoblinTownHero #2050|124.67884967358933|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2050|Salmon|Fern|Wayfarer|Big|Lemon Trapperer|Stars|Rainbow Puke
839|GoblinTownHero #788|124.65365688844217|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/788|Salmon|Crimson|Wayfarer|None|Mint Slicked|Armor|Drowsy
840|GoblinTownHero #326|124.64168170346653|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/326|Pink|Moss|Cry|Double|Night Cap|Lilly|Smirk
841|GoblinTownHero #2463|124.5849113665638|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2463|Starry Emerald|Sky|Neutral|None|Shroom|Adventure|Fang
842|GoblinTownHero #1060|124.58231663041155|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1060|Olive|Pickle|Sad|Edge|Wizard|Rock|Fang
843|GoblinTownHero #1651|124.56721292332631|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1651|Starry Emerald|Moss|Wayfarer|Double|Cat|Ether|Cheeky Smile
844|GoblinTownHero #1181|124.47558469139844|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1181|Coconut|Fern|Ghost|Edge|Kids Beanie|Stars|Grumpy
845|GoblinTownHero #3294|124.46533362042733|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3294|Starry Arctic|Moss|Cry|Gold Ether|Green Robin|Rock|Cheeky Smile
846|GoblinTownHero #110|124.44489710800823|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/110|Starry Candy|Fern|Hungover|Shield|Peach Bun|Rock|Rainbow Puke
847|GoblinTownHero #2427|124.42106629596509|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2427|Coconut|Moss|Snake|None|Boat|Armor|Drowsy
848|GoblinTownHero #3196|124.41162786384677|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3196|Sky|Pickle|Round White|Edge|White Wavy|Pistachio|Grumpy
849|GoblinTownHero #2789|124.38118517645796|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2789|Butter|Fern|X|Big|Bowler|Rock|Cheeky Smile
850|GoblinTownHero #2245|124.35792967210838|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2245|Night|Pickle|Snake|Gold Ether|Cat|Stars|Fang
851|GoblinTownHero #1785|124.33917520749486|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1785|Starry Candy|Sky|Wayfarer|None|Afro|Armor|Happy
852|GoblinTownHero #2891|124.31179432264707|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2891|Gradient|Moss|Gazed|None|Peach Fringe|Rock|Drowsy
853|GoblinTownHero #702|124.30905442540444|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/702|Gradient|Moss|Hungover|None|Star Bucket|Melting|Gasp
854|GoblinTownHero #30|124.22006903272033|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/30|Sky|Fern|Round White|None|Red Band|Adventure|Grumpy
855|GoblinTownHero #1810|124.15950707234119|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1810|Fire|Fern|Angry|Big|Peach Bun|Ether|Fang
856|GoblinTownHero #3172|124.12144938340623|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3172|Orchid|Sky|Round|None|Egg|Honey Cape|Happy
857|GoblinTownHero #2291|124.11420118005225|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2291|Vortex|Moss|Round Rainbow|None|Cat|Cerulean|Happy
858|GoblinTownHero #2665|124.08190780329016|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2665|Flora|Pickle|Hungover|None|Gold|Cerulean|Grumpy
859|GoblinTownHero #1600|124.01784825288632|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1600|Gradient|Sky|Neutral|Gold Ether|Blue Sideswept|Honey Cape|Happy
860|GoblinTownHero #1630|123.96777232361094|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1630|Orchid|Crimson|Snake|None|Red Band|Stars|Happy
861|GoblinTownHero #1161|123.93904279442022|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1161|Fire|Moss|Neutral|Gold Ether|Lemon Trapperer|Punch|Fang
862|GoblinTownHero #1501|123.90378773335071|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1501|Starry Arctic|Fern|Gazed|None|Bowler|Lilly|Goblin
863|GoblinTownHero #2269|123.83491863566057|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2269|Starry Emerald|Fern|Sad|Big|Cat|Ribbon|Goblin
864|GoblinTownHero #3262|123.74133431382583|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3262|Orchid|Sky|Wayfarer|Big|Blue Sideswept|Stars|Fang
865|GoblinTownHero #2194|123.68394501765871|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2194|Olive|Pickle|Angry|Double|Peach Fringe|Pistachio|Gasp
866|GoblinTownHero #1617|123.60083376666508|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1617|Sky|Pickle|Angry|Big|Green Robin|Royal|Neutral Smile
867|GoblinTownHero #864|123.594151881915|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/864|Night|Moss|Round Rainbow|Gold Ether|Leaf|Hero Cape|Happy
868|GoblinTownHero #525|123.56471647540556|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/525|Rainbow|Pickle|Neutral|None|White Wavy|Carrot|Gasp
869|GoblinTownHero #1212|123.55522652808463|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1212|Olive|Pickle|8BIT|Double|Egg|Fire|Smirk
870|GoblinTownHero #389|123.55140743042843|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/389|Gradient|Fern|Snake|None|Afro|Melting|Cheeky Smile
871|GoblinTownHero #377|123.54656860645093|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/377|Starry Emerald|Crimson|Angry|Shield|Star Bucket|Rock|Gasp
872|GoblinTownHero #737|123.54120953236986|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/737|Starry Candy|Pickle|Round|Double|Star Bucket|Rock|Grumpy
873|GoblinTownHero #1051|123.51494906366574|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1051|Sky|Crimson|Cry|Gold Ether|Salmon Short|Ether|Fang
874|GoblinTownHero #2946|123.51102871343778|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2946|Spiky|Pickle|Angry|None|Mint Slicked|Royal|Star Puke
875|GoblinTownHero #1685|123.4908869405183|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1685|Fire|Pickle|X|Shield|Mint Slicked|Armor|Cheeky Smile
876|GoblinTownHero #209|123.47671066140308|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/209|Sky|Sky|Wayfarer|None|Red Band|Rock|Grumpy
877|GoblinTownHero #1823|123.42218398787608|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1823|Pink|Pickle|Hungover|Big|Egg|Cerulean|Tongue Out
878|GoblinTownHero #2980|123.41890246440761|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2980|Salmon|Moss|Wayfarer|Edge|Cat|Armor|Grumpy
879|GoblinTownHero #1180|123.4108916672264|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1180|Spiky|Sky|Cry|Shield|Mint Slicked|Pistachio|Neutral Smile
880|GoblinTownHero #2004|123.40565943757112|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2004|Night|Moss|Round|Shield|Blue Sideswept|Armor|Happy
881|GoblinTownHero #54|123.38992911187839|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/54|Starry Candy|Moss|8BIT|None|Egg|Honey Cape|Happy
882|GoblinTownHero #1829|123.3813102171157|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1829|Night|Crimson|8BIT|None|Cat|Stars|Goblin
883|GoblinTownHero #1813|123.2502205123504|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1813|Gradient|Moss|Neutral|Shield|Shroom|Yellow Dark|Neutral Smile
884|GoblinTownHero #257|123.23157980673179|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/257|Gradient|Fern|Hungover|Gold Ether|Blue Braids|Adventure|Smirk
885|GoblinTownHero #3123|123.19776947175991|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3123|Starry Emerald|Fern|Snake|Big|Shroom|Armor|Grumpy
886|GoblinTownHero #676|123.15739742857139|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/676|Gradient|Pickle|Hungover|Big|Peach Bun|Lilly|Gasp
887|GoblinTownHero #1239|123.05110522516637|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1239|Starry Emerald|Pickle|Round White|Edge|Peach Fringe|Hero Cape|Tongue Out
888|GoblinTownHero #563|122.97473648303138|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/563|Pink|Fern|8BIT|None|Bowler|Cerulean|Neutral Smile
889|GoblinTownHero #2733|122.91762964398009|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2733|Mint|Sky|Hungover|None|Sapling|Rock|Star Puke
890|GoblinTownHero #1847|122.87265497539246|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1847|Starry Orange|Sky|Ghost|Edge|Blue Braids|Carrot|Rainbow Puke
891|GoblinTownHero #282|122.85474496158488|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/282|Starry Emerald|Moss|Wayfarer|Double|Dark Bedhead|Melting|Tongue Out
892|GoblinTownHero #3194|122.81762827960777|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3194|Starry Arctic|Moss|Gazed|Edge|Blue Robin|Honey Cape|Grumpy
893|GoblinTownHero #3103|122.81208438200625|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3103|Gradient|Moss|Hungover|Shield|Dark Bedhead|Star Hero|Cheeky Smile
894|GoblinTownHero #2671|122.79981926073435|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2671|Fire|Pickle|Cry|None|White Wavy|Fire|Fang
895|GoblinTownHero #797|122.7595485087203|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/797|Spiky|Moss|Round White|Shield|Cat|Ribbon|Drowsy
896|GoblinTownHero #3006|122.6710919108599|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3006|Butter|Pickle|Round|None|Boat|Yellow Dark|Drowsy
897|GoblinTownHero #319|122.66047980330589|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/319|Sky|Crimson|Round Rainbow|Gold Ether|Blue Sideswept|Stars|Cheeky Smile
898|GoblinTownHero #414|122.64959356039014|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/414|Salmon|Pickle|Sad|Big|Red Band|Cerulean|Smirk
899|GoblinTownHero #1218|122.58092140761525|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1218|Spiky|Fern|Neutral|None|Sapling|Pistachio|Tongue Out
900|GoblinTownHero #848|122.54047142961569|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/848|Vortex|Fern|Ghost|Edge|Bowler|Fire|Neutral Smile
901|GoblinTownHero #1736|122.53998666287416|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1736|Starry Arctic|Pickle|Round|None|Sapling|Star Hero|Tongue Out
902|GoblinTownHero #3299|122.5323347853356|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3299|Pink|Moss|Sad|None|Gold|Star Hero|Happy
903|GoblinTownHero #1565|122.52947118134868|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1565|Orchid|Fern|Sad|Gold Ether|Cat|Fern|Rainbow Puke
904|GoblinTownHero #1826|122.5055594908962|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1826|Sky|Fern|Snake|Big|Egg|Ribbon|Goblin
905|GoblinTownHero #1573|122.48882832073704|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1573|Starry Emerald|Fern|Round White|None|Green Robin|Yellow Dark|Grumpy
906|GoblinTownHero #2518|122.425416003477|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2518|Butter|Fern|Sad|Gold Ether|Green Robin|Royal|Goblin
907|GoblinTownHero #3080|122.30046612288311|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3080|Butter|Moss|Hungover|None|Wizard|Pistachio|Smirk
908|GoblinTownHero #2610|122.29138076624307|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2610|Vortex|Pickle|Wayfarer|Gold Ether|Boat|Stars|Drowsy
909|GoblinTownHero #252|122.25451191111765|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/252|Mint|Crimson|Angry|None|Peach Bun|Ribbon|Rainbow Puke
910|GoblinTownHero #3188|122.25423944830958|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3188|Orchid|Fern|Round|Big|Afro|Honey Cape|Neutral Smile
911|GoblinTownHero #784|122.23649478045576|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/784|Sky|Moss|Gazed|None|Crown|Rock|Star Puke
912|GoblinTownHero #3119|122.22829698405859|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3119|Starry Candy|Pickle|X|None|Peach Bun|Cerulean|Rainbow Puke
913|GoblinTownHero #2196|122.20440094321049|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2196|Coconut|Sky|Cry|Double|Blue Braids|Overalls|Fang
914|GoblinTownHero #738|122.16794100282353|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/738|Mint|Moss|Neutral|None|Boat|Punch|Rainbow Puke
915|GoblinTownHero #789|122.16062819057132|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/789|Pink|Moss|Round|None|Cat|Ribbon|Tongue Out
916|GoblinTownHero #3300|122.15598072301813|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3300|Salmon|Moss|Hungover|Gold Ether|Bowler|Punch|Drowsy
917|GoblinTownHero #2701|122.09346876504088|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2701|Olive|Sky|Round White|None|Red Band|Melting|Smirk
918|GoblinTownHero #521|122.06050481145422|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/521|Starry Candy|Fern|Wayfarer|None|Egg|Overalls|Tongue Out
919|GoblinTownHero #170|121.9953717392363|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/170|Fire|Crimson|Angry|None|Boat|Punch|Neutral Smile
920|GoblinTownHero #720|121.94343075397593|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/720|Pink|Fern|Cry|None|Bowler|Overalls|Goblin
921|GoblinTownHero #3101|121.9168902227459|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3101|Gradient|Sky|Snake|Edge|Blue Braids|Carrot|Cheeky Smile
922|GoblinTownHero #2415|121.89243867049159|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2415|Mint|Crimson|Snake|None|Bowler|Punch|Happy
923|GoblinTownHero #1964|121.85302309054845|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1964|Starry Candy|Crimson|Cry|Shield|Blue Braids|Star Hero|Gasp
924|GoblinTownHero #740|121.84743906843102|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/740|Salmon|Fern|8BIT|None|Red Band|Star Hero|Grumpy
925|GoblinTownHero #2048|121.83580595713009|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2048|Pink|Fern|Round Rainbow|None|Blue Braids|Star Hero|Drowsy
926|GoblinTownHero #845|121.82966778218517|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/845|Butter|Sky|8BIT|Shield|Crown|Royal|Tongue Out
927|GoblinTownHero #3171|121.78770795046431|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3171|Vortex|Moss|Round White|None|Night Cap|Star Hero|Smirk
928|GoblinTownHero #1669|121.78127503508101|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1669|Starry Arctic|Sky|Wayfarer|Big|Wizard|Overalls|Neutral Smile
929|GoblinTownHero #2564|121.6998283195955|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2564|Olive|Fern|8BIT|Edge|Star Bucket|Honey Cape|Drowsy
930|GoblinTownHero #1053|121.69250172135966|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1053|Salmon|Pickle|Hungover|Edge|Pink Bear|Punch|Star Puke
931|GoblinTownHero #416|121.63368788650527|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/416|Gradient|Pickle|Hungover|Edge|Peach Bun|Fern|Gasp
932|GoblinTownHero #1461|121.55844164679463|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1461|Gradient|Sky|Sad|None|Salmon Short|Ribbon|Goblin
933|GoblinTownHero #2673|121.55115100726354|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2673|Olive|Sky|Neutral|Gold Ether|Leaf|Ribbon|Star Puke
934|GoblinTownHero #3162|121.52828973095492|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3162|Starry Emerald|Pickle|X|Big|White Wavy|Armor|Neutral Smile
935|GoblinTownHero #907|121.50950221284101|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/907|Coconut|Pickle|Angry|Shield|Red Band|Star Hero|Smirk
936|GoblinTownHero #2264|121.50871393275176|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2264|Fire|Pickle|Neutral|Edge|Salmon Short|Carrot|Fang
937|GoblinTownHero #339|121.47027424465576|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/339|Gradient|Pickle|Ghost|None|Afro|Melting|Neutral Smile
938|GoblinTownHero #1023|121.44574091347872|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1023|Starry Emerald|Fern|Hungover|Shield|Cat|Punch|Drowsy
939|GoblinTownHero #2990|121.39978866845769|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2990|Starry Orange|Moss|Snake|Gold Ether|Blue Braids|Lilly|Star Puke
940|GoblinTownHero #2951|121.37049753663982|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2951|Gradient|Fern|Neutral|Big|Peach Fringe|Overalls|Gasp
941|GoblinTownHero #44|121.33216442930987|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/44|Night|Moss|Hungover|Gold Ether|Boat|Ribbon|Drowsy
942|GoblinTownHero #873|121.30474493812119|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/873|Mint|Fern|Hungover|Shield|Gold|Stars|Happy
943|GoblinTownHero #1519|121.29662143192677|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1519|Starry Emerald|Crimson|8BIT|Gold Ether|White Wavy|Ribbon|Happy
944|GoblinTownHero #2257|121.2537627875798|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2257|Starry Orange|Fern|8BIT|Shield|Green Robin|Ether|Happy
945|GoblinTownHero #816|121.25319310992327|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/816|Starry Orange|Fern|Hungover|None|Shroom|Hero Cape|Fang
