rank|name|score|link|Bg|Body|Eye|Earring|Hair|Clothing|Mouth
946|GoblinTownHero #3104|121.1723997310048|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3104|Starry Arctic|Sky|Ghost|None|Egg|Hero Cape|Smirk
947|GoblinTownHero #426|121.12520927332814|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/426|Olive|Moss|X|Double|Blue Robin|Carrot|Drowsy
948|GoblinTownHero #8|121.08585184840865|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/8|Spiky|Fern|Snake|None|Afro|Lilly|Star Puke
949|GoblinTownHero #411|121.07571605757649|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/411|Mint|Pickle|Angry|None|Gold|Star Hero|Smirk
950|GoblinTownHero #1907|121.07195251061836|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1907|Olive|Pickle|Round|Shield|Blue Braids|Overalls|Fang
951|GoblinTownHero #1776|121.05273492908012|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1776|Vortex|Fern|Round White|None|Red Band|Lilly|Smirk
952|GoblinTownHero #2159|121.00630461379276|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2159|Butter|Pickle|Cry|Gold Ether|Dark Bedhead|Fire|Star Puke
953|GoblinTownHero #730|120.94851513277393|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/730|Gradient|Fern|X|Shield|Blue Braids|Carrot|Cheeky Smile
954|GoblinTownHero #1162|120.89413229981028|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1162|Fire|Crimson|8BIT|None|Peach Bun|Overalls|Gasp
955|GoblinTownHero #728|120.8861288728092|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/728|Orchid|Crimson|Angry|Shield|Green Robin|Punch|Happy
956|GoblinTownHero #2687|120.84627817201982|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2687|Gradient|Pickle|X|Shield|Salmon Short|Stars|Smirk
957|GoblinTownHero #218|120.82902703557595|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/218|Starry Orange|Sky|Round Rainbow|None|Salmon Short|Cerulean|Goblin
958|GoblinTownHero #926|120.8019920080893|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/926|Starry Emerald|Pickle|Gazed|Double|Shroom|Carrot|Drowsy
959|GoblinTownHero #721|120.79947621919004|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/721|Sky|Moss|Ghost|None|Gold|Cerulean|Neutral Smile
960|GoblinTownHero #2444|120.78471894847505|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2444|Starry Candy|Pickle|Sad|Gold Ether|Mint Slicked|Honey Cape|Fang
961|GoblinTownHero #2187|120.68057388687865|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2187|Orchid|Crimson|Hungover|Shield|Egg|Melting|Neutral Smile
962|GoblinTownHero #3013|120.67462308984199|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3013|Pink|Sky|X|Shield|Shroom|Lilly|Fang
963|GoblinTownHero #2212|120.66455851880178|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2212|Pink|Fern|Gazed|None|Blue Sideswept|Honey Cape|Rainbow Puke
964|GoblinTownHero #1320|120.64523586463702|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1320|Night|Sky|X|Double|Salmon Short|Adventure|Drowsy
965|GoblinTownHero #1217|120.63263487296447|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1217|Starry Orange|Moss|Cry|Big|Blue Sideswept|Hero Cape|Drowsy
966|GoblinTownHero #235|120.59713376494899|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/235|Pink|Moss|8BIT|Big|Blue Robin|Yellow Dark|Grumpy
967|GoblinTownHero #418|120.59149738402691|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/418|Starry Arctic|Sky|Neutral|None|Salmon Short|Star Hero|Rainbow Puke
968|GoblinTownHero #888|120.5882405257307|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/888|Starry Arctic|Sky|Round White|Big|Crown|Hero Cape|Neutral Smile
969|GoblinTownHero #3229|120.57661808508676|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3229|Spiky|Fern|Round|None|Egg|Hero Cape|Grumpy
970|GoblinTownHero #821|120.55726114623558|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/821|Flora|Crimson|Hungover|Gold Ether|Wizard|Cerulean|Cheeky Smile
971|GoblinTownHero #64|120.55429861055431|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/64|Fire|Moss|Sad|Double|Star Bucket|Overalls|Goblin
972|GoblinTownHero #711|120.55339220984371|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/711|Starry Orange|Pickle|Round Rainbow|None|Cat|Stars|Happy
973|GoblinTownHero #1858|120.53701824736729|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1858|Butter|Moss|Snake|Shield|Bowler|Star Hero|Cheeky Smile
974|GoblinTownHero #1687|120.51637634328841|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1687|Starry Orange|Fern|X|None|White Wavy|Overalls|Star Puke
975|GoblinTownHero #3277|120.49632438731913|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3277|Gradient|Pickle|Cry|Gold Ether|Blue Sideswept|Stars|Cheeky Smile
976|GoblinTownHero #1958|120.49219239023084|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1958|Coconut|Crimson|Gazed|None|Bowler|Overalls|Neutral Smile
977|GoblinTownHero #689|120.48305256291603|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/689|Starry Orange|Pickle|Gazed|Double|Pink Bear|Armor|Grumpy
978|GoblinTownHero #1715|120.45229997707212|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1715|Starry Candy|Pickle|Angry|None|Crown|Hero Cape|Fang
979|GoblinTownHero #58|120.44546934121938|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/58|Starry Orange|Moss|Snake|Edge|Boat|Adventure|Smirk
980|GoblinTownHero #183|120.41336493987241|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/183|Flora|Fern|Ghost|Edge|Boat|Ether|Drowsy
981|GoblinTownHero #3163|120.38251577523141|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3163|Mint|Moss|Round Rainbow|None|Crown|Rock|Drowsy
982|GoblinTownHero #2053|120.35858472694147|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2053|Salmon|Sky|Sad|Double|Boat|Melting|Tongue Out
983|GoblinTownHero #1115|120.35763303477572|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1115|Orchid|Fern|Wayfarer|Gold Ether|Cat|Ribbon|Tongue Out
984|GoblinTownHero #1570|120.31815099244882|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1570|Fire|Pickle|Angry|Gold Ether|Egg|Yellow Dark|Neutral Smile
985|GoblinTownHero #2064|120.29326004692658|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2064|Mint|Crimson|Hungover|Shield|Green Robin|Fire|Grumpy
986|GoblinTownHero #900|120.2696573278728|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/900|Orchid|Moss|Ghost|Double|Boat|Adventure|Cheeky Smile
987|GoblinTownHero #1558|120.22282753841117|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1558|Starry Orange|Sky|Snake|Big|Night Cap|Lilly|Happy
988|GoblinTownHero #3029|120.09313812962786|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3029|Spiky|Fern|Ghost|None|Night Cap|Hero Cape|Goblin
989|GoblinTownHero #818|120.08633614461235|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/818|Fire|Fern|X|None|Lemon Trapperer|Royal|Gasp
990|GoblinTownHero #669|120.07914999644571|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/669|Fire|Moss|Snake|Shield|Shroom|Adventure|Goblin
991|GoblinTownHero #2033|120.05265619275313|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2033|Fire|Pickle|8BIT|Double|White Wavy|Fire|Smirk
992|GoblinTownHero #3089|120.0057037407731|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3089|Starry Arctic|Sky|Gazed|None|Boat|Yellow Dark|Gasp
993|GoblinTownHero #37|119.99620476491425|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/37|Spiky|Fern|Cry|None|Sapling|Pistachio|Grumpy
994|GoblinTownHero #2244|119.9913904951158|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2244|Gradient|Crimson|Sad|None|Blue Braids|Overalls|Neutral Smile
995|GoblinTownHero #3024|119.97146410748516|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3024|Vortex|Moss|8BIT|Big|Crown|Yellow Dark|Tongue Out
996|GoblinTownHero #2023|119.9119469025681|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2023|Pink|Moss|Cry|Double|Egg|Carrot|Cheeky Smile
997|GoblinTownHero #1649|119.82918023715224|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1649|Spiky|Moss|Gazed|Shield|Blue Robin|Hero Cape|Gasp
998|GoblinTownHero #2430|119.77060814780042|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2430|Sky|Crimson|Cry|Double|Sapling|Fire|Happy
999|GoblinTownHero #308|119.74826680882443|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/308|Gradient|Fern|Snake|None|Afro|Ether|Cheeky Smile
1000|GoblinTownHero #1822|119.68295440615735|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1822|Flora|Pickle|Wayfarer|None|Cat|Cerulean|Drowsy
1001|GoblinTownHero #3330|119.67398621485492|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3330|Salmon|Pickle|Ghost|None|Bowler|Royal|Happy
1002|GoblinTownHero #3237|119.6485500361743|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3237|Mint|Fern|Round|Shield|Afro|Ribbon|Gasp
1003|GoblinTownHero #962|119.57859925112804|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/962|Pink|Fern|8BIT|None|Night Cap|Cerulean|Cheeky Smile
1004|GoblinTownHero #1325|119.53596792197|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1325|Starry Emerald|Moss|Ghost|Big|Cat|Adventure|Grumpy
1005|GoblinTownHero #1392|119.5160476384074|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1392|Orchid|Sky|Sad|Shield|Boat|Honey Cape|Gasp
1006|GoblinTownHero #1349|119.48596287824108|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1349|Olive|Pickle|Round White|Edge|Green Robin|Star Hero|Grumpy
1007|GoblinTownHero #2305|119.44482121506603|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2305|Olive|Pickle|Ghost|Shield|Salmon Short|Pistachio|Gasp
1008|GoblinTownHero #271|119.42508647151223|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/271|Pink|Sky|8BIT|Big|Blue Robin|Overalls|Happy
1009|GoblinTownHero #807|119.42117020188422|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/807|Spiky|Sky|Hungover|None|Bowler|Adventure|Smirk
1010|GoblinTownHero #196|119.38938642015557|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/196|Starry Emerald|Fern|Snake|None|Mint Slicked|Pistachio|Grumpy
1011|GoblinTownHero #2489|119.38905590418726|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2489|Starry Orange|Moss|Round White|None|Peach Fringe|Pistachio|Grumpy
1012|GoblinTownHero #2705|119.35901944815065|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2705|Spiky|Pickle|Round|Edge|Wizard|Yellow Dark|Grumpy
1013|GoblinTownHero #1240|119.35508963328411|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1240|Sky|Fern|Round|Edge|Cat|Ether|Gasp
1014|GoblinTownHero #2509|119.30188818489695|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2509|Mint|Pickle|X|None|Red Band|Ribbon|Happy
1015|GoblinTownHero #293|119.21641507867957|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/293|Butter|Pickle|Neutral|None|Peach Fringe|Royal|Star Puke
1016|GoblinTownHero #158|119.20948586886128|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/158|Vortex|Fern|8BIT|None|Green Robin|Ribbon|Happy
1017|GoblinTownHero #1001|119.2016356878552|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1001|Flora|Moss|Snake|Shield|Wizard|Royal|Grumpy
1018|GoblinTownHero #245|119.19503922850744|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/245|Coconut|Pickle|8BIT|Edge|Green Robin|Melting|Neutral Smile
1019|GoblinTownHero #2536|119.18690873116724|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2536|Fire|Crimson|Cry|None|Lemon Trapperer|Ribbon|Neutral Smile
1020|GoblinTownHero #3110|119.16029750981271|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3110|Mint|Fern|Gazed|Double|Crown|Royal|Goblin
1021|GoblinTownHero #1540|119.13946335299421|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1540|Starry Arctic|Moss|Angry|Shield|Boat|Lilly|Drowsy
1022|GoblinTownHero #2107|119.11227954501778|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2107|Fire|Pickle|Round|None|Blue Sideswept|Star Hero|Gasp
1023|GoblinTownHero #772|119.05321686483234|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/772|Butter|Sky|Round Rainbow|Big|Blue Braids|Ribbon|Happy
1024|GoblinTownHero #739|119.01088256994844|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/739|Pink|Crimson|Sad|None|Wizard|Royal|Neutral Smile
1025|GoblinTownHero #863|119.00864745679804|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/863|Orchid|Sky|Snake|None|Gold|Stars|Neutral Smile
1026|GoblinTownHero #1884|118.95247759821204|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1884|Vortex|Moss|X|Big|Green Robin|Fern|Smirk
1027|GoblinTownHero #3290|118.95196776408062|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3290|Starry Orange|Fern|Angry|None|Night Cap|Fire|Drowsy
1028|GoblinTownHero #3324|118.93710955067314|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3324|Starry Candy|Pickle|Snake|Double|Blue Braids|Honey Cape|Tongue Out
1029|GoblinTownHero #2416|118.91020808134553|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2416|Sky|Sky|X|None|Sapling|Ether|Rainbow Puke
1030|GoblinTownHero #710|118.88982478170551|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/710|Spiky|Crimson|8BIT|Big|Star Bucket|Punch|Grumpy
1031|GoblinTownHero #100|118.86183670853029|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/100|Butter|Pickle|Round|Double|Mint Slicked|Honey Cape|Goblin
1032|GoblinTownHero #1601|118.85130051116381|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1601|Olive|Pickle|Round White|Edge|White Wavy|Stars|Rainbow Puke
1033|GoblinTownHero #2144|118.81761974733033|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2144|Night|Moss|Round White|Big|Blue Robin|Fire|Happy
1034|GoblinTownHero #491|118.797698502127|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/491|Orchid|Moss|Round White|Edge|Night Cap|Ether|Neutral Smile
1035|GoblinTownHero #1113|118.79585308490533|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1113|Pink|Sky|Ghost|None|Gold|Lilly|Happy
1036|GoblinTownHero #2214|118.75128713693007|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2214|Sky|Pickle|Angry|Big|Red Band|Lilly|Cheeky Smile
1037|GoblinTownHero #309|118.73227680776766|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/309|Spiky|Sky|Snake|Edge|Boat|Honey Cape|Cheeky Smile
1038|GoblinTownHero #2037|118.70156830601236|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2037|Olive|Moss|X|Shield|Shroom|Fern|Rainbow Puke
1039|GoblinTownHero #744|118.69131719867471|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/744|Night|Sky|Wayfarer|Shield|Salmon Short|Royal|Gasp
1040|GoblinTownHero #1752|118.67023135151207|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1752|Sky|Sky|Neutral|Edge|Night Cap|Carrot|Goblin
1041|GoblinTownHero #777|118.66158794943715|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/777|Fire|Sky|Ghost|None|Lemon Trapperer|Royal|Gasp
1042|GoblinTownHero #1643|118.64648802009461|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1643|Vortex|Fern|Sad|Double|Blue Sideswept|Carrot|Fang
1043|GoblinTownHero #2879|118.63565977782085|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2879|Olive|Moss|Wayfarer|Edge|Salmon Short|Lilly|Rainbow Puke
1044|GoblinTownHero #219|118.597976495511|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/219|Orchid|Pickle|Gazed|None|Gold|Carrot|Happy
1045|GoblinTownHero #685|118.53706101278829|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/685|Sky|Pickle|Cry|None|Bowler|Star Hero|Grumpy
1046|GoblinTownHero #2441|118.44933798785254|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2441|Spiky|Pickle|Angry|Gold Ether|Cat|Royal|Tongue Out
1047|GoblinTownHero #598|118.37530601669019|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/598|Orchid|Sky|Round Rainbow|None|Leaf|Punch|Tongue Out
1048|GoblinTownHero #1067|118.36564310884748|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1067|Gradient|Fern|Ghost|Gold Ether|Blue Braids|Rock|Happy
1049|GoblinTownHero #618|118.28593273819591|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/618|Olive|Pickle|Gazed|None|Kids Beanie|Overalls|Grumpy
1050|GoblinTownHero #2438|118.23861933216979|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2438|Salmon|Fern|Gazed|None|Night Cap|Honey Cape|Goblin
1051|GoblinTownHero #2765|118.226223965028|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2765|Flora|Pickle|Neutral|Edge|Blue Braids|Cerulean|Fang
1052|GoblinTownHero #553|118.2245318875655|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/553|Fire|Moss|8BIT|Big|Leaf|Cerulean|Neutral Smile
1053|GoblinTownHero #1|118.21186250094736|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1|Mint|Moss|Neutral|Shield|Sapling|Armor|Drowsy
1054|GoblinTownHero #1154|118.20984057286331|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1154|Fire|Fern|X|None|Peach Bun|Armor|Smirk
1055|GoblinTownHero #299|118.16418495543755|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/299|Starry Orange|Sky|Ghost|None|Egg|Ribbon|Goblin
1056|GoblinTownHero #1289|118.14577819334744|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1289|Sky|Crimson|Ghost|Edge|Peach Fringe|Armor|Neutral Smile
1057|GoblinTownHero #2096|118.05723921363277|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2096|Gradient|Pickle|Cry|Gold Ether|Dark Bedhead|Overalls|Grumpy
1058|GoblinTownHero #787|118.0550111371361|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/787|Vortex|Crimson|Hungover|Shield|Blue Braids|Hero Cape|Goblin
1059|GoblinTownHero #2205|118.00284596127237|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2205|Coconut|Fern|Wayfarer|Gold Ether|Pink Bear|Melting|Fang
1060|GoblinTownHero #3033|117.98387348242645|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3033|Sky|Moss|Snake|None|Sapling|Lilly|Star Puke
1061|GoblinTownHero #204|117.98322635437076|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/204|Salmon|Pickle|Wayfarer|Big|Star Bucket|Hero Cape|Goblin
1062|GoblinTownHero #655|117.96796052892078|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/655|Butter|Sky|Ghost|None|Pink Bear|Honey Cape|Rainbow Puke
1063|GoblinTownHero #216|117.8938855065582|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/216|Gradient|Fern|Hungover|None|Afro|Lilly|Cheeky Smile
1064|GoblinTownHero #516|117.88090089554692|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/516|Flora|Moss|Neutral|None|Green Robin|Royal|Happy
1065|GoblinTownHero #2958|117.87830896254901|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2958|Starry Candy|Fern|X|None|Cat|Hero Cape|Gasp
1066|GoblinTownHero #2577|117.86107992379075|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2577|Night|Sky|Wayfarer|Double|Peach Bun|Punch|Tongue Out
1067|GoblinTownHero #1356|117.85769713690283|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1356|Olive|Moss|Sad|None|Boat|Armor|Goblin
1068|GoblinTownHero #2893|117.85462009942259|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2893|Starry Arctic|Fern|Sad|None|Night Cap|Ribbon|Smirk
1069|GoblinTownHero #3050|117.842879490873|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3050|Starry Arctic|Pickle|Sad|None|Bowler|Melting|Happy
1070|GoblinTownHero #2041|117.82310957490796|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2041|Vortex|Pickle|Ghost|Edge|Egg|Yellow Dark|Smirk
1071|GoblinTownHero #1305|117.8086198128517|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1305|Starry Emerald|Fern|Wayfarer|Double|White Wavy|Star Hero|Cheeky Smile
1072|GoblinTownHero #2653|117.7943150308926|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2653|Gradient|Fern|Neutral|Shield|Peach Bun|Melting|Cheeky Smile
1073|GoblinTownHero #401|117.7826051940975|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/401|Starry Arctic|Fern|Hungover|Double|Wizard|Punch|Cheeky Smile
1074|GoblinTownHero #2446|117.77032001884488|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/2446|Gradient|Pickle|Snake|Gold Ether|Crown|Stars|Neutral Smile
1075|GoblinTownHero #3198|117.76754819474853|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/3198|Spiky|Pickle|8BIT|None|Night Cap|Yellow Dark|Happy
1076|GoblinTownHero #1638|117.74523242223918|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/1638|Vortex|Moss|Round|Double|Blue Braids|Adventure|Happy
1077|GoblinTownHero #483|117.73878557382389|https://quixotic.io/asset/0x0f027dD51D793b91e630AdFb268a61A54fe1c7Bc/483|Spiky|Fern|Angry|Edge|Peach Bun|Lilly|Star Puke
