rank|name|score|link|aura|weapon|body|eye|clothes|accessory_ear|mouth|accessory_face|hair|headgear|style
3288|Genesis Kami #4760|508.34690141280134|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4760|Lead earth fairy|Silver berserker|White|Sky blue angry eyes|Orange tribal|Silver double long right|Purple rose|None|Brown ikemen|Gold satan horn|fantasy
3289|Genesis Kami #466|508.28293194901374|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/466|Hickory|Silver berserker|Titanium|Yellow strained|Purple lord|Silver double ring right 1|Gritted|Black danzo mekakushi|Purple long hair|Angel ring|fantasy
3290|Genesis Kami #4195|508.27765611545016|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4195|Porpoise|Purple scythe|White|Yellow aggressive|Gray turtle|Gold double ring right 2|Purple rose|White kamen|Brownish orange slick hair|Black kitsune ears|present
3291|Genesis Kami #2668|508.2609293988167|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2668|Umber|Gold berserker|Black|Pink gentle|Pharoh|Silver double long right|Purple rose|Black danzo mekakushi|Gray long hair|Black minotaur horn|fantasy
3292|Genesis Kami #2209|508.23967730157875|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2209|Silver|None|Cream|Sky blue good boy|Black fur|Sky blue feather|Gritted|None|Red long hair|White cat ears|present
3293|Genesis Kami #4430|508.2215972229288|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4430|Mahogany|Katana 1|Gray|Black cold|Blue binbo|Silver short long|Smirk|Gantai|White disheveled|Black tengu|ancient
3294|Genesis Kami #358|508.2199383304559|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/358|Lead water fairy|None|Cream|Pink gangsta|Black white kimono|Silver double ring right 1|Rose|Houtai all|White oppa|White baby cat|ancient
3295|Genesis Kami #5382|508.20333028067165|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5382|Lead fire fairy|Red scythe|Cream|Purple good boy|Red white clown|Silver spear|Black rose|Houtai cheek|Brownish orange harajuku|Silver red imperial crown|fantasy
3296|Genesis Kami #2760|508.17674028914416|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2760|Red fire|Purple scythe|Cream|Red good boy|Red tribal|Black spear|Smile|Gold cyberpunk glasses|Purple shonen|Black baby dragon|fantasy
3297|Genesis Kami #1788|508.1626170326348|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1788|Lead water fairy|Katana 2|White|Green gangsta|Gold kimono|Gold spear|Knife|Houtai cheek & nose|Brown slick hair|White kitsune ears|ancient
3298|Genesis Kami #4140|508.11440697641007|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4140|Olive|None|Cream|Sky blue determined|Red black kimono|Gold spear|Smile with teeth|Houtai nose|White under cut|None|ancient
3299|Genesis Kami #1549|508.11341302796313|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1549|Blizzard|Berserker blade|White|Green determined|Green binbo|Gold short long|Haha|Houtai cheek & nose|Mint japan bangs|Black baby cat|ancient
3300|Genesis Kami #1074|508.0973799301392|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1074|Sky|Katana 2|Brown|Green strained|White black kimono|Silver triple ring right|Knife|Houtai cheek left|White oppa|Kitsune mask|ancient
3301|Genesis Kami #174|508.0682437390564|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/174|Porpoise|None|Black|Red good boy|Purple wizard|Black spear|Mild smile|White kamen|White under cut|Silver sky blue imperial crown|fantasy
3302|Genesis Kami #471|508.04919122266546|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/471|Hickory|Purple scythe|Cream|White good boy|Purple tribal|Silver chain|Smile with teeth|White demon mask|Mint slick hair|Gold satan horn|fantasy
3303|Genesis Kami #3958|508.0224493933729|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3958|Seaweed|Gold berserker|White|Red grievous|Red father|Silver feather|Purple rose|Danzo mekakushi houtai|White shonen|Black satan horn|fantasy
3304|Genesis Kami #2576|508.01694235104816|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2576|Black fire|None|Titanium|Purple gentle|Purple cyberpunk suit|Silver chain|Neutral|Houtai nose|Mint ikemen|Gold purple imperial crown|fantasy
3305|Genesis Kami #2996|507.96767434041465|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2996|Flint|Purple scythe|Black|Sky blue grievous|Purple lord|None|Gritted|Black danzo mekakushi|Brownish orange japan bangs|Gold satan horn|fantasy
3306|Genesis Kami #4236|507.96667616706395|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4236|Coin|Shikigami|Cream|Sky blue angry eyes|Black onmyoji|Black red kss hanafuda|Smirk|Black mekakushi|Brown disheveled|Oni mask|ancient
3307|Genesis Kami #1344|507.95474172047216|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1344|Sandstone|Brush|Cream|Yellow demon|Purple ninja|White feather|Knife|Black pirate eyepatch|Red ikemen|Oni mask|ancient
3308|Genesis Kami #3828|507.83318988315335|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3828|Rosewood|None|Cream|Sky blue gentle|White silver pimp|Gold ring 2|Smirk|None|Brownish orange long hair|Silver red imperial crown s|present
3309|Genesis Kami #2481|507.80519882929815|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2481|Porpoise white red|Silver berserker|White|White good boy|Purple tribal|Gold triple ring right|Purple rose|Houtai nose|Gold slick hair|Silver sky blue imperial crown|fantasy
3310|Genesis Kami #238|507.69550660443576|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/238|Lead fire fairy|None|White|Purple satan|White black clown|Silver ring 1|Angry|Black danzo mekakushi|Black harajuku|Gold satan horn|fantasy
3311|Genesis Kami #5180|507.6688231845362|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5180|Silver|None|Cream|Green gentle|White wing angel|Silver feather|Angry|White kamen|Red shonen|Black baby dragon|fantasy
3312|Genesis Kami #5051|507.57427005398597|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5051|Teal kase|None|White|Purple satan|White black clown|Silver ring 1|Haha|Green cyberpunk glasses|Brown japan bangs|Anubis ears|fantasy
3313|Genesis Kami #4783|507.57138250125024|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4783|Teal kase|Katana 1|Brown|Sky blue grievous|Black white kimono|Red white fluffy|Haha|Houtai nose|Red shonen|None|ancient
3314|Genesis Kami #3023|507.552681914708|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3023|Slate blue fire ghost|Purple scythe|White|Red satan|Pharoh|Silver double ring right 1|Smile with teeth|Black opera kamen|Purple harajuku|Black baby dragon|fantasy
3315|Genesis Kami #1405|507.52890554134444|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1405|Coin|Gray scythe|White|White gangsta|Black wing angel|White skull|Purple rose|Danzo mekakushi houtai|Purple shonen|Black kitsune ears|fantasy
3316|Genesis Kami #4144|507.51385756557715|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4144|Silver|Katana 2|Cream|Purple gentle|Red hood|Gold double ring right 1|White rose|Doctor glasses|Brown nippon|Sadly mask|present
3317|Genesis Kami #5392|507.43484751868556|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5392|Oat|Berserker blade|Brown|Green gentle|White ninja|Gold double long right|Cigar|Rimless|Black under cut|None|ancient
3318|Genesis Kami #4682|507.38647298880625|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4682|Hazelnut|None|White|White gentle|Gray fur|nail|Purple rose|None|Purple ikemen|Black cat ears|present
3319|Genesis Kami #2978|507.38423779010714|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2978|Fossil blue fire ghost|Red wand|Brown|Yellow strained|Gold lord|None|Smirk|Bandage cheek|Black long hair|None|fantasy
3320|Genesis Kami #2005|507.29211137735734|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2005|Lavender|Spear|White|Sky blue strained|White onmyoji|Gold dot|Mild smile|Ninja mask|Mint harajuku|None|ancient
3321|Genesis Kami #252|507.2535770181907|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/252|Hickory|Red wand|Black|Yellow good boy|Red cyberpunk suit|Gold ring 1|Rose|Black opera kamen|Gold slick hair|Black satan horn|fantasy
3322|Genesis Kami #1211|507.1293569554835|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1211|Seaweed|Gold berserker|White|Yellow demon|Red cyberpunk suit|Silver ring 3|Mild smile|Green cyberpunk glasses|Brown harajuku|Silver sky blue imperial crown|fantasy
3323|Genesis Kami #2954|507.1028985596141|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2954|Flint|Spear|Cream|Pink good boy|Yellow onmyoji|Silver short long|Neutral|None|Brown madara|Gray tengu|ancient
3324|Genesis Kami #4026|507.0972754160653|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4026|Olive|Berserker blade|White|White angry eyes|White priest|Black spear|Gritted|Houtai all|Purple madara|Black tengu|ancient
3325|Genesis Kami #5199|507.0722724471411|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5199|Lead water fairy|Katana 2|Black|Green grievous|White ronin|Gold ring 1|Mild smile|Houtai nose|Mint harajuku|None|ancient
3326|Genesis Kami #2443|506.9493761935534|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2443|Fossil blue fire ghost|None|White|Red satan|Black gold clown|White skull|Smile|Bandage cheek & nose|Purple disheveled|Gold red imperial crown|fantasy
3327|Genesis Kami #1858|506.9386982104143|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1858|Wood|Silver berserker|Cream|Red strained|Black wing angel|Silver ring 1|Green gum|White kamen|White shonen|Black devil horn|fantasy
3328|Genesis Kami #2051|506.92500335041467|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2051|Coin|None|Cream|Purple satan|Red white kimono|Black red kss hanafuda|Mild smile|Houtai both cheek|Gray shonen|None|ancient
3329|Genesis Kami #1248|506.8669903397573|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1248|Red fire|Purple scythe|Black|Green determined|Black wing angel|None|Gritted|None|Black japan bangs|Silver purple imperial crown|fantasy
3330|Genesis Kami #2682|506.8303216090726|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2682|Oat|None|Cream|Black gentle|Black wing angel|Silver double ring right 1|Smile|None|White wuxia|None|fantasy
3331|Genesis Kami #2559|506.81788969742104|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2559|Silver|Purple wand|White|Pink gangsta|White wing angel|Black feather|Smirk|White opera kamen|Mint japan bangs|Red devil horn|fantasy
3332|Genesis Kami #4950|506.7793300973959|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4950|Blizzard|None|Black|Red aggressive|Red cyberpunk suit|White feather|Neutral|Green cyberpunk glasses|Red ikemen|Black baby dragon|fantasy
3333|Genesis Kami #2072|506.7745119323101|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2072|Seaweed|Spear|White|Yellow cold|Purple black hood|Gold double ring right 1|Smirk|Houtai cheek & nose|Brown japan bangs|White cat ears|present
3334|Genesis Kami #2073|506.75986956835067|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2073|Olive|Gray scythe|Titanium|White cold|Light gray fur|None|Purple rose|Green cyberpunk glasses|Gray shonen|Black cat ears|present
3335|Genesis Kami #4369|506.70668723317624|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4369|Lead forest fairy|Gray scythe|White|Yellow demon|Bondage pharoh|Gold spear|Neutral|None|Brownish orange harajuku|Gold purple imperial crown|fantasy
3336|Genesis Kami #5502|506.6356265299673|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5502|Pewter|None|White|Yellow grievous|Red turtle|Gold double long right|White rose|Bandage cheek|Red slick hair|Gold sky blue imperial crown s|present
3337|Genesis Kami #3502|506.58496634268255|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3502|Porpoise|Katana 1|Brown|Sky blue strained|Purple onmyoji|Gold triple ring right|Knife|Houtai cheek & nose|Gray harajuku|Black cat ears|ancient
3338|Genesis Kami #4196|506.5445086364642|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4196|Pine|Red wand|White|Purple gentle|Red cape|Silver double ring right 1|Smile with teeth|White opera kamen|Gray japan bangs|Angel ring|present
3339|Genesis Kami #1259|506.5136335096088|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1259|Umber|None|White|Green gangsta|White shirt|Silver ring 3|Smirk|Mekakushi houtai|Mint japan bangs|White kitsune ears|present
3340|Genesis Kami #2737|506.50074467594027|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2737|Slate blue fire ghost|None|White|Green satan|Black fur|Gold double ring right 1|Angry|None|Mint harajuku|Angel ring|present
3341|Genesis Kami #4259|506.46674920064646|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4259|Coin|Red wand|Brown|Yellow grievous|White black clown|Gold double ring right 1|Smirk|Black opera kamen|Red long hair|Gold minotaur horn|fantasy
3342|Genesis Kami #1262|506.4577830051738|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1262|Slate red fire ghost|Spear|Brown|Black strained|Green kimono|None|Knife|Houtai all|Black harajuku|None|ancient
3343|Genesis Kami #2745|506.4462377007586|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2745|Colud kase|None|White|White gangsta|Yellow priest|Gold spear|Smile with teeth|Houtai cheek & nose|Mint ikemen|Gray tengu|ancient
3344|Genesis Kami #2069|506.39396847501536|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2069|Porpoise|Katana 2|White|Sky blue aggressive|Yellow onmyoji|Gold double long right|Pink gum|Black kamen|Purple slick hair|Black kitsune ears|ancient
3345|Genesis Kami #478|506.38522032780037|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/478|Silver|Katana 2|White|White cold|White silver pimp|Gold double ring right 2|Smile|Round glasses small|Purple oppa|Black cat ears|present
3346|Genesis Kami #1507|506.35121922854245|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1507|Silver|None|White|Pink strained|White gold pimp|Silver double ring right 1|Smirk|Green cyberpunk glasses|Gray slick hair|Black kitsune ears|present
3347|Genesis Kami #4654|506.3386489353905|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4654|Porpoise|Red scythe|White|Red cold|Red wizard|Gold double ring right 2|Smirk|White opera kamen|Mint wuxia|Horror mask|fantasy
3348|Genesis Kami #1771|506.3154804722017|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1771|Pewter|Red scythe|White|Yellow aggressive|Black wing angel|Silver dot|Black rose|Black kamen|White shonen|Gold minotaur horn|fantasy
3349|Genesis Kami #2231|506.28632488459584|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2231|Seaweed|None|Brown|Pink cold|White priest|Yellow fan|White rose|Houtai cheek left|Red oppa|Kitsune mask|ancient
3350|Genesis Kami #202|506.273176439775|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/202|Flint|Gray scythe|White|Yellow strained|Black gold pimp|White feather|Mild smile|Gold opera kamen|Brown oppa|Joker mask|present
3351|Genesis Kami #2645|506.2583082735063|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2645|Sky|Red wand|Titanium|Yellow aggressive|Red tribal|Black spear|Blue rose|Black pirate eyepatch|Purple long hair|Silver red imperial crown|fantasy
3352|Genesis Kami #2946|506.2344956106589|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2946|Flint|Katana 1|White|Purple angry eyes|Purple white hood|Silver double ring right 1|Smirk|Bandage nose|Black harajuku|White kitsune ears|present
3353|Genesis Kami #3165|506.2281028268886|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3165|Pine|Katana 2|White|Yellow demon|Red onmyoji|Sky blue feather|Knife|Round glasses small|Black long hair|None|ancient
3354|Genesis Kami #749|506.22063639161047|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/749|Sandstone|None|Cream|Red vampire|Black hood|Black spear|Gritted|White opera kamen|Black oppa|Silver red imperial crown s|present
3355|Genesis Kami #1261|506.20605946770144|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1261|Coin black red thunder|Berserker blade|White|Black gentle|Yellow priest|Gold spear|Black rose|Houtai cheek & nose|Purple long hair|None|ancient
3356|Genesis Kami #813|506.200948135399|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/813|Porpoise|Red scythe|White|Green demon|Black fur|Silver ring 1|Smile with teeth|Bandage cheek|Purple shonen|Black baby cat|present
3357|Genesis Kami #4687|506.1889683753192|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4687|Colud blue kaminari|None|Cream|White gentle|Green binbo|None|Haha|None|White madara|Angel ring|ancient
3358|Genesis Kami #3689|506.1767709290844|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3689|Fossil kase|Purple scythe|Cream|White good boy|White lord|Silver four ring right|Rose|Bandage nose|Gray shonen|Black devil horn|fantasy
3359|Genesis Kami #1590|506.13038904892335|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1590|Porpoise white purple|Katana 2|White|Yellow demon|White priest|Silver triple ring right|Haha|Houtai all|Gold ikemen|Gray tengu|ancient
3360|Genesis Kami #5528|506.12444348065975|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5528|Seaweed|None|Cream|Yellow grievous|Red cyberpunk suit|Gold feather|Gritted|White kamen|White shonen|Black satan horn|fantasy
3361|Genesis Kami #4763|506.012606599634|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4763|Oat|Red wand|Cream|Red cold|Black wing angel|Gold triple ring right|Angry|None|Purple harajuku|Black minotaur horn|fantasy
3362|Genesis Kami #519|506.0061512277096|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/519|Spruce blue kiminari|Red scythe|Cream|Yellow gentle|Red gakuran|Black spear|Haha|None|Mint nippon|Black kitsune ears|present
3363|Genesis Kami #4532|505.9834295283185|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4532|Wood|Purple scythe|Cream|Sky blue gangsta|Green cyberpunk suit|Gold feather|Angry|Black opera kamen|Black nippon|Gold red imperial crown|fantasy
