rank|name|score|link|aura|weapon|body|eye|clothes|accessory_ear|mouth|accessory_face|hair|headgear|style
3184|Genesis Kami #2956|512.544898913651|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2956|Fossil kase|None|Black|Black good boy|White black clown|Gold double ring right 1|Haha|Bandage cheek & nose|Mint japan bangs|Silver red imperial crown|fantasy
3185|Genesis Kami #319|512.5111786287312|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/319|Rosewood|Purple wand|Brown|Yellow aggressive|Purple lord|Gold spear|Mild smile|Gold opera kamen|Brownish orange ikemen|Gold red imperial crown|fantasy
3186|Genesis Kami #1028|512.4918557276354|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1028|Mahogany|Red scythe|White|Black angry eyes|Purple gangster suit|Gold chain|Green gum|Green cyberpunk glasses|Gold nippon|Joker mask|present
3187|Genesis Kami #747|512.4812417927992|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/747|Oat|Brush|Brown|Red cold|White onmyoji|White black fluffy|Mild smile|Black kamen|Black japan bangs|Oni mask|ancient
3188|Genesis Kami #1520|512.4750917911824|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1520|Cyberpunk system|Silver berserker|Cream|Sky blue satan|Purple wizard|None|Mild smile|Black danzo mekakushi|Brown cornrow braids|None|fantasy
3189|Genesis Kami #1775|512.4207973623932|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1775|Hazelnut|None|Black|Yellow grievous|White gold pimp|Silver chain|Smirk|Houtai cheek|Mint slick hair|Sadly mask|present
3190|Genesis Kami #219|512.3836038932358|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/219|Oat|Shikigami|Black|Green demon|White ronin|White black fluffy|Angry|None|Brown oppa|Noumen|ancient
3191|Genesis Kami #2708|512.3823348665178|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2708|Blush|None|Cream|White angry eyes|Red hood|Silver double ring right 2|Smirk|Gold cyberpunk glasses|Red slick hair|Silver red imperial crown s|present
3192|Genesis Kami #2530|512.3725978195865|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2530|Flint|Gray scythe|White|Sky blue gentle|White father|Silver short long|Neutral|Blue cyberpunk glasses|Brownish orange cornrow braids|Gold purple imperial crown|fantasy
3193|Genesis Kami #2469|512.3370244240856|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2469|Seaweed|Gold berserker|Cream|Sky blue gentle|Pharoh|Silver ring 3|Smile with teeth|White opera kamen|Black madara|None|fantasy
3194|Genesis Kami #3831|512.3110703670932|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3831|Hickory|Brush|Titanium|Green gangsta|Blue biker jacket|Silver triple ring right|Gritted|None|Red nippon|Joker mask|present
3195|Genesis Kami #4739|512.2935020199269|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4739|Pewter|Katana 1|Brown|Black good boy|Black shirt|Silver short long|Angry|None|Gold japan bangs|Angry mask|present
3196|Genesis Kami #4409|512.2466885371289|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4409|Sky|Gold berserker|Black|White good boy|Purple cyberpunk suit|Silver ring 2|Mild smile|Red mekakushi|Brown harajuku|Gold sky blue imperial crown|fantasy
3197|Genesis Kami #308|512.2155764938518|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/308|Flint|Gray scythe|White|Pink gentle|Red turtle|Silver dot|Gritted|None|Black shonen|Gold red imperial crown s|present
3198|Genesis Kami #2315|512.173798031684|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2315|Blizzard|None|Cream|Green satan|Black wing angel|Gold short long|Haha|Houtai cheek|White ikemen|Silver red imperial crown|fantasy
3199|Genesis Kami #4077|512.0875593101498|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4077|Slate blue fire ghost|Purple scythe|Brown|Red angry eyes|Red wizard|None|Neutral|Green cyberpunk glasses|Mint long hair|Sadly mask|present
3200|Genesis Kami #2581|512.0824585022256|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2581|Pewter|None|Cream|Pink determined|Black gold pimp|Silver spear|Smile with teeth|Red opera kamen|Purple long hair|None|present
3201|Genesis Kami #5118|512.0797095823916|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5118|Oat|Katana 1|White|Green good boy|Black gold pimp|Silver skull|Haha|Gold opera kamen|Brownish orange harajuku|Black cat ears|present
3202|Genesis Kami #1555|512.0721177865242|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1555|Cyberpunk system|Red scythe|Cream|Red grievous|White angel|Silver ring 2|Neutral|None|Black oppa|White devil horn|fantasy
3203|Genesis Kami #2949|512.0609063669367|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2949|Fossil blue fire ghost|Gray scythe|White|Pink grievous|White black clown|Gold double ring right 1|Gritted|Green cyberpunk glasses|Gold harajuku|Horror mask|fantasy
3204|Genesis Kami #2938|512.0213136394749|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2938|Fossil red fire ghost|Silver berserker|Gray|White gentle|Red white clown|Gold ring 2|Blue gum|Black mekakushi|Black japan bangs|None|fantasy
3205|Genesis Kami #1302|511.98176561750546|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1302|Silver|Purple scythe|White|Red grievous|Blue fur|Gold double ring right 2|Blue gum|Blue cyberpunk glasses|Gray nippon|None|present
3206|Genesis Kami #1552|511.9594949763612|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1552|Flint black purple thunder|Berserker blade|White|Sky blue gentle|Black kimono|Gold triple ring right|Pink gum|None|Gray japan bangs|None|ancient
3207|Genesis Kami #2934|511.92780807872157|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2934|Slate purple fire ghost|Spear|Cream|Yellow good boy|Black white purple kimono|Silver spear|Smile with teeth|Houtai cheek left|Brownish orange slick hair|Gray tengu|ancient
3208|Genesis Kami #5499|511.8877682447012|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5499|Sandstone|None|Cream|Yellow gangsta|Red onmyoji|Purple white fluffy|Smile with teeth|Houtai both cheek|White ikemen|Gray tengu|ancient
3209|Genesis Kami #334|511.8452414684976|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/334|Teal kase|Katana 1|Cream|Pink cold|Black red kimono|Silver double ring right 1|Smile with teeth|White demon mask|Brown slick hair|Black kitsune ears|ancient
3210|Genesis Kami #5351|511.7882532636187|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5351|Seaweed|None|Gray|Green good boy|Gray fur|Silver short long|Smile|Red mekakushi|White japan bangs|Angel ring|present
3211|Genesis Kami #5093|511.77491239078296|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5093|Coin sakura|None|Cream|White angry eyes|White black kimono|Silver ring 1|Haha|Black mekakushi|Gray harajuku|None|ancient
3212|Genesis Kami #4326|511.7103870359405|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4326|Slate blue fire ghost|None|Cream|White good boy|Red cyberpunk suit|White feather|Black rose|Black kamen|Brownish orange oppa|Silver purple imperial crown|fantasy
3213|Genesis Kami #3465|511.64748754606995|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3465|Slate blue fire ghost|Red wand|White|White cold|Orange tribal|White skull|Smile|Black danzo mekakushi|Brownish orange slick hair|Black kitsune ears|fantasy
3214|Genesis Kami #1598|511.6291081774992|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1598|Black fire|Red scythe|White|Green good boy|Black angel|Gold dot|Neutral|Red mekakushi|Brown oppa|Silver purple imperial crown|fantasy
3215|Genesis Kami #188|511.53695317063523|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/188|Hazelnut|Red scythe|White|Green cold|Purple turtle|Gold triple ring right|Smile|Black danzo mekakushi|Gold japan bangs|Black baby dragon|present
3216|Genesis Kami #1047|511.5025946527079|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1047|Oat|Silver berserker|Cream|Red determined|Red father|Silver feather|Neutral|None|White harajuku|Black satan horn|fantasy
3217|Genesis Kami #2607|511.49931329476186|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2607|Teal kase|Red wand|Cream|Pink angry eyes|White lord|Gold double long right|Haha|Black kamen|Brown under cut|Angel ring|fantasy
3218|Genesis Kami #4955|511.4850748592627|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4955|Seaweed|Spear|Brown|White gangsta|Jacket hood|Silver spear|Smile with teeth|Round glasses small|Gold shonen|Horror mask|present
3219|Genesis Kami #4756|511.3890585586887|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4756|Hickory|Spear|Cream|Purple cold|Black ronin|Gold double long right|Pink gum|Houtai nose|Brownish orange long hair|Brownish orange kitsune ears|ancient
3220|Genesis Kami #1260|511.2220736099794|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1260|Sky|Berserker blade|Cream|Pink gangsta|Black ronin|Black white fluffy|Black rose|Houtai both cheek|Black shonen|None|ancient
3221|Genesis Kami #5247|511.1699207071953|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5247|Blizzard night|Gold berserker|White|White gentle|Red tribal|Silver skull|Gritted|Houtai cheek & nose|Red disheveled|Gold purple imperial crown|fantasy
3222|Genesis Kami #791|511.1441686687935|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/791|Oat|Brush|White|Green demon|Yellow priest|Black feather|Rose|None|Brown madara|Black tengu|ancient
3223|Genesis Kami #2501|511.11888676529276|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2501|Blush|None|Cream|White strained|Gold lord|Gold triple ring right|Blue rose|Black opera kamen|Gray long hair|Anubis ears|fantasy
3224|Genesis Kami #5182|511.0909988153662|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5182|Pewter|None|Brown|Red grievous|Black white purple kimono|Black red kss hanafuda|Mild smile|None|Purple madara|None|ancient
3225|Genesis Kami #2012|511.06962378500657|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2012|Sandstone|Gray scythe|Cream|Pink good boy|Red hood|Gold double ring right 1|Mild smile|Rimless|White nippon|Black baby cat|present
3226|Genesis Kami #2908|511.05124217852835|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2908|Lavender|Katana 2|Cream|Yellow gangsta|Yellow priest|Silver double long right|Neutral|Black pirate eyepatch|Black cornrow braids|Gray tengu|ancient
3227|Genesis Kami #4463|511.02343969362056|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4463|Blush|None|Cream|Purple grievous|Red cyberpunk suit|Silver ring 2|Mild smile|Bandage cheek|Black cornrow braids|Black baby dragon|fantasy
3228|Genesis Kami #3336|511.02323989772066|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3336|Blush|Purple wand|Black|Pink gentle|Purple tribal|Silver ring 3|Blue rose|Bandage cheek & nose|Black under cut|Gold sky blue imperial crown|fantasy
3229|Genesis Kami #5412|511.02035602087096|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5412|Olive|Purple scythe|Cream|Purple good boy|Pharoh|Gold double ring right 2|Cigar|None|Black under cut|Black satan horn|fantasy
3230|Genesis Kami #2689|511.0141769983848|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2689|Porpoise|Purple scythe|Cream|Red vampire|Purple tribal|Black feather|Haha|None|Brownish orange cornrow braids|Black baphomet horn|fantasy
3231|Genesis Kami #4606|511.01240154563027|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4606|Flint|None|White|Purple grievous|Orange tribal|Gold double ring right 1|Purple rose|Green cyberpunk glasses|Gray madara|Black cat ears|fantasy
3232|Genesis Kami #703|510.80205562643476|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/703|Pine|None|Cream|Purple satan|Black gold clown|Silver skull|Smile with teeth|Houtai cheek|Red kpop 1|Horror mask|fantasy
3233|Genesis Kami #5324|510.76521627278754|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5324|Rosewood|None|Black|Black grievous|Gold kimono|Silver four ring right|White rose|Doctor glasses|Gold disheveled|Brownish orange kitsune ears|ancient
3234|Genesis Kami #4057|510.71227074297644|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4057|Coin sakura|Katana 1|White|Green cold|Black red kimono|Red black fluffy|Smile with teeth|None|Black nippon|None|ancient
3235|Genesis Kami #1545|510.70436839381046|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1545|Porpoise forest fairy|None|Titanium|Pink determined|Blue cyberpunk suit|Gold triple ring right|Mild smile|Gold cyberpunk glasses|Brownish orange nippon|Gold red imperial crown|fantasy
3236|Genesis Kami #4027|510.6103392659705|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4027|Lavender|Gold berserker|White|Green aggressive|Green cyberpunk suit|White feather|Blue gum|None|Brown nippon|Gold baphomet horn|fantasy
3237|Genesis Kami #204|510.60810227997223|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/204|Fossil purple fire ghost|None|Cream|Yellow grievous|Red onmyoji|Gold short long|Knife|Black pirate eyepatch|White harajuku|None|ancient
3238|Genesis Kami #2396|510.59603048148784|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2396|Pewter|None|Cream|Green angry eyes|White fur|White feather|Neutral|Houtai nose|Mint shonen|Silver red imperial crown s|present
3239|Genesis Kami #4122|510.5828491191307|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4122|Silver|Gray scythe|Cream|Yellow gangsta|Brown turtle|Gold chain|Smile with teeth|Bandage cheek|Gold shonen|Joker mask|present
3240|Genesis Kami #1235|510.5007852117808|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1235|Rosewood|Berserker blade|White|White grievous|Black ronin|Silver fan|Haha|Round glasses small|Purple nippon|Black cat ears|ancient
3241|Genesis Kami #3553|510.4370884543763|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3553|Lead water fairy|Gray scythe|Gray|Red angry eyes|White wing angel|Silver four ring right|Neutral|None|Red long hair|Black kitsune ears|fantasy
3242|Genesis Kami #5128|510.4028601080691|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5128|Lead forest fairy|Silver berserker|White|Pink cold|Gold lord|Gold dot|Angry|None|Black harajuku|Silver purple imperial crown|fantasy
3243|Genesis Kami #5047|510.300382471638|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5047|Colud blue kaminari|Brush|White|Red gangsta|White red kimono|White feather|Smile|Houtai nose|Mint ikemen|Kitsune mask|ancient
3244|Genesis Kami #2964|510.27268272204486|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2964|Shadow|Katana 1|White|Green grievous|Red wizard|Gold ring 2|Angry|Round glasses big|Mint kpop 1|None|present
3245|Genesis Kami #3303|510.1614785339531|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3303|Blizzard|None|Cream|Green cold|Red white clown|Silver ring 2|Smirk|Black pirate eyepatch|Brownish orange disheveled|Red devil horn|fantasy
3246|Genesis Kami #2161|510.16056756243336|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2161|Porpoise water fairy|None|Cream|Pink gentle|Blue priest|Gold spear|Black rose|Doctor glasses|Brown nippon|None|ancient
3247|Genesis Kami #2678|510.10894075438415|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2678|Lead fire fairy|Gold berserker|White|White strained|Gold lord|Gold double ring right 1|Smirk|Danzo mekakushi houtai|Brown nippon|Gold satan horn|fantasy
3248|Genesis Kami #1092|510.0113917630213|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1092|Fossil purple fire ghost|Berserker blade|Titanium|Purple determined|White ninja|Silver spear|Neutral|Houtai cheek left|Purple japan bangs|Black kitsune ears|ancient
3249|Genesis Kami #1062|510.00298542724244|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1062|Slate blue fire ghost|None|White|White aggressive|Black fur|Silver four ring right|Neutral|Danzo mekakushi houtai|Purple japan bangs|White baby cat|present
3250|Genesis Kami #1480|509.9860698572747|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1480|Lead water fairy|Katana 1|Cream|Red demon|Yellow priest|Gold spear|Neutral|Red mekakushi|Red harajuku|Gray tengu|ancient
3251|Genesis Kami #3228|509.90761239531815|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3228|Blush|Gray scythe|Brown|Green cold|Pharoh|Black spear|Neutral|Bandage cheek & nose|Purple harajuku|Gold satan horn|fantasy
3252|Genesis Kami #4547|509.90351981427665|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4547|Oat|Katana 2|Cream|Sky blue gangsta|White gakuran|None|Neutral|Round glasses big|Purple slick hair|None|present
3253|Genesis Kami #812|509.8780959265448|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/812|Mahogany|None|White|Yellow good boy|Blue cape|Gold ring 1|Rose|Black danzo mekakushi|Gray japan bangs|Black devil horn|present
3254|Genesis Kami #1275|509.8319518988971|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1275|Lead fire fairy|None|Cream|Pink gentle|Purple lord|Gold short long|Pink gum|White opera kamen|Brown nippon|Silver purple imperial crown|fantasy
3255|Genesis Kami #302|509.8105139528498|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/302|Shadow|Red wand|Titanium|Red good boy|Green cyberpunk suit|White skull|Pink gum|None|Brown nippon|Black minotaur horn|fantasy
3256|Genesis Kami #4360|509.8102542962154|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4360|Slate purple fire ghost|None|White|Yellow good boy|Red father|Black feather|Pink gum|Houtai cheek & nose|Mint disheveled|White cat ears|present
3257|Genesis Kami #5279|509.7530754565306|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5279|Colud blue kaminari|Katana 2|White|Green good boy|Red onmyoji|Gold ring 1|Gritted|Ninja mask|Red oppa|None|ancient
3258|Genesis Kami #4817|509.71529579131175|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4817|Colud blue kaminari|Gray scythe|Brown|Purple angry eyes|Bondage pharoh|Gold feather|Angry|Black pirate eyepatch|Black disheveled|Gold sky blue imperial crown|fantasy
3259|Genesis Kami #2735|509.69082053642643|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2735|Porpoise blue thunder|Katana 2|Brown|Purple cold|Green binbo|Silver dot|Smirk|Houtai all|White long hair|None|ancient
3260|Genesis Kami #5507|509.6229729879579|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5507|Wood|Katana 2|Cream|White gangsta|Black shirt|Gold double long right|Neutral|Bandage nose|Gold oppa|Silver sky blue imperial crown s|present
3261|Genesis Kami #1167|509.48217038922974|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1167|Porpoise|None|Cream|Pink grievous|White black clown|Gold triple ring right|Smile with teeth|Houtai cheek|Brownish orange cornrow braids|Gold purple imperial crown|fantasy
3262|Genesis Kami #1660|509.42282097498867|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1660|Slate purple fire ghost|Katana 2|Gray|Pink grievous|Black white kimono|Gold double long right|Blue gum|Mekakushi houtai|Mint slick hair|Kitsune mask|ancient
3263|Genesis Kami #2711|509.4123915177719|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2711|Lavender|Silver buster sword|White|Green determined|Purple turtle|Gold double ring right 2|Smirk|Gold opera kamen|Red slick hair|None|present
3264|Genesis Kami #3840|509.37223939706394|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3840|Porpoise|Purple scythe|Cream|Purple determined|Red wizard|Sky blue feather|Green gum|Red mekakushi|White madara|None|present
3265|Genesis Kami #2180|509.3651786968034|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2180|Rosewood|Katana 2|White|Purple gentle|Red wizard|Silver double ring right 2|Smile|Red opera kamen|Purple harajuku|None|present
3266|Genesis Kami #84|509.357683249973|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/84|Lead water fairy|Spear|Cream|Purple cold|Black fur|Gold chain|Black rose|Round glasses small|Brownish orange under cut|None|present
3267|Genesis Kami #2883|509.32391586841766|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2883|Rosewood|Katana 2|Cream|Black determined|Purple gakuran|White feather|Mild smile|White opera kamen|Brownish orange oppa|Horror mask|present
3268|Genesis Kami #2957|509.3170750448739|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2957|Slate purple fire ghost|Red wand|Cream|White strained|Green cyberpunk suit|Gold dot|Angry|White opera kamen|Black shonen|None|fantasy
3269|Genesis Kami #264|509.31383847916373|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/264|Shadow|Red scythe|Titanium|Black angry eyes|White shirt|None|Angry|Green cyberpunk glasses|Gold shonen|Black cat ears|present
3270|Genesis Kami #4309|509.28657572404916|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4309|Porpoise white red|Gold berserker|White|Yellow demon|Purple tribal|Gold double ring right 2|Smirk|None|Purple slick hair|Angel ring|fantasy
3271|Genesis Kami #2535|509.16956725785167|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2535|Hazelnut|None|Cream|Green strained|Gray bondage|Black gold kss hanafuda|Gritted|Black mekakushi|Gold harajuku|None|ancient
3272|Genesis Kami #834|509.16265186330116|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/834|Blush|Gold buster sword|Cream|Green gentle|Gray turtle|Gold short long|Rose|Round glasses big|Gray shonen|None|present
3273|Genesis Kami #1577|509.1463470697636|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1577|Blush|Katana 2|White|Purple angry eyes|Black red kimono|Black gold kss hanafuda|Gritted|None|Brown nippon|Gray tengu|ancient
3274|Genesis Kami #727|509.1193172406658|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/727|Umber|Silver buster sword|White|Purple strained|Red fur|Gold double ring right 1|Green gum|Houtai cheek|Black oppa|Black baby dragon|present
3275|Genesis Kami #5105|509.0714777072714|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5105|Mahogany|Brush|Gray|Red good boy|Black white kimono|Silver double long right|Haha|None|White wuxia|Oni mask|ancient
3276|Genesis Kami #3985|509.0663455322347|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3985|Pine|Katana 1|White|Sky blue determined|Red black kimono|Sky blue feather|Pink gum|Doctor glasses|Black nippon|Noumen|ancient
3277|Genesis Kami #2232|509.0141927086702|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2232|Rosewood|Red scythe|White|Yellow demon|Orange cyberpunk suit|Gold triple ring right|Blue gum|Black pirate eyepatch|Brownish orange japan bangs|Black devil horn|fantasy
3278|Genesis Kami #4896|508.913464423068|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/4896|Pewter|Silver buster sword|White|Sky blue cold|Black cape|Gold triple ring right|Smirk|Bandage cheek|Brownish orange under cut|None|present
3279|Genesis Kami #2478|508.8042256506017|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/2478|Porpoise fire fairy|Berserker blade|White|Green cold|White silver pimp|Silver ring 1|Smirk|Doctor glasses|Gray shonen|None|present
3280|Genesis Kami #3149|508.78080506446395|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3149|Porpoise|None|White|Yellow good boy|White angel|Silver chain|Haha|Bandage cheek|Red shonen|Red devil horn|fantasy
3281|Genesis Kami #404|508.68665427061563|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/404|Sky|Gold berserker|White|Pink determined|White angel|Gold ring 2|Haha|Houtai cheek|Gold harajuku|Gold minotaur horn|fantasy
3282|Genesis Kami #379|508.6000092416264|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/379|Coin|Purple scythe|Cream|Yellow gentle|Red wizard|Silver dot|Rose|Bandage nose|Brownish orange under cut|Anubis ears|fantasy
3283|Genesis Kami #626|508.50934102571466|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/626|Sky|Katana 2|Cream|Black angry eyes|Black white purple kimono|None|Neutral|Mommy mask|White japan bangs|Brownish orange kitsune ears|ancient
3284|Genesis Kami #1940|508.4841018817245|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/1940|Lavender|Katana 1|Cream|Red grievous|Black cape|Silver double long right|Rose|Houtai cheek & nose|Gray oppa|Gold red imperial crown s|present
3285|Genesis Kami #5280|508.4594639592703|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5280|Pine|Gold berserker|Brown|Yellow grievous|White angel|Gold double ring right 1|Mild smile|Houtai nose|Gray shonen|Anubis ears|fantasy
3286|Genesis Kami #3371|508.37774671691903|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/3371|Hickory|None|White|Green demon|Blue cape|Silver skull|Neutral|Blue cyberpunk glasses|Red oppa|White cat ears|present
3287|Genesis Kami #5219|508.3492006472418|https://quixotic.io/asset/0xb91b2276bd5A98994Bf1f496E3886f688f8d4581/5219|Teal kase|Red wand|Cream|Yellow determined|Green cyberpunk suit|Gold double ring right 1|Green gum|None|Mint ikemen|Gold red imperial crown|fantasy
